row,range,experiment,plot,plotLength,plotLeng_1,rowSpacing,rowSpaci_1,alleyLengt,alleyLen_1,rowsPerPlo,uniqueID,geometry,NDVI_min,NDVI_max,NDVI_mean,NDVI_count,Year,Location,Pedigree,Rep,Block,MOplot
14,7,2021_MOH2_ALL,182,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,182,"POLYGON ((556116.2046228468 4309048.856718389, 556115.6733166899 4309042.783915977, 556114.1551171838 4309042.916742628, 556114.6864233427 4309048.989545041, 556116.2046228468 4309048.856718389))",0.09651784598827362,0.83536297082901,0.34649022094512605,22251,2021,MOH2,W10004_0306/PHK76,1,13,152
15,7,2021_MOH2_ALL,183,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,183,"POLYGON ((556114.6896428103 4309048.920288053, 556114.158336649 4309042.847485642, 556112.6401371305 4309042.980312292, 556113.1714432894 4309049.053114704, 556114.6896428103 4309048.920288053))",0.014026238583028316,0.8524891138076782,0.39643355899501215,22254,2021,MOH2,W10004_0943/PHK76,1,16,153
16,7,2021_MOH2_ALL,184,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,184,"POLYGON ((556113.1705822061 4309049.106704512, 556112.6392760503 4309043.033902098, 556111.1210765408 4309043.166728751, 556111.6523826987 4309049.239531163, 556113.1705822061 4309049.106704512))",0.11340752243995667,0.8775564432144165,0.4955919090388245,22254,2021,MOH2,W10004_0309/PHK76,1,16,154
17,7,2021_MOH2_ALL,185,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,185,"POLYGON ((556111.5424368918 4309049.136704193, 556111.0111306417 4309043.063901792, 556109.4929311146 4309043.196728464, 556110.0242373645 4309049.269530865, 556111.5424368918 4309049.136704193))",0.11418455094099045,0.8449479937553406,0.4937140481754449,22252,2021,MOH2,W10004_0427/PHK76,1,13,155
18,7,2021_MOH2_ALL,186,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,186,"POLYGON ((556109.9857670909 4309049.361686754, 556109.4544608196 4309043.288884356, 556107.9362613107 4309043.421711036, 556108.467567583 4309049.494513436, 556109.9857670909 4309049.361686754))",0.1441631019115448,0.8313218951225281,0.42974626138891386,22253,2021,MOH2,W10004_0819/PHK76,1,13,156
19,7,2021_MOH2_ALL,187,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,187,"POLYGON ((556108.3745487753 4309049.4861792, 556107.8432424299 4309043.413376808, 556106.3250429233 4309043.546203503, 556106.8563492674 4309049.619005898, 556108.3745487753 4309049.4861792))",0.10979779809713364,0.8780461549758911,0.4795356770716308,22253,2021,MOH2,W10004_0192/PHK76,1,16,157
20,7,2021_MOH2_ALL,188,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,188,"POLYGON ((556106.7039528074 4309049.673669758, 556106.17264635 4309043.600867375, 556104.6544468559 4309043.733694104, 556105.1857533118 4309049.806496483, 556106.7039528074 4309049.673669758))",0.09607398509979248,0.9157530069351196,0.4013277827314087,22255,2021,MOH2,W10004_0996/PHK76,1,16,158
21,7,2021_MOH2_ALL,189,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,189,"POLYGON ((556105.1718197232 4309050.10459374, 556104.6405132824 4309044.031791358, 556103.1223138466 4309044.164618086, 556103.6536202872 4309050.237420471, 556105.1718197232 4309050.10459374))",0.0526762418448925,0.8252244591712952,0.2360740335572732,22253,2021,MOH2,W10004_0783/PHK76,1,12,159
22,7,2021_MOH2_ALL,190,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,190,"POLYGON ((556103.6609626571 4309050.321344241, 556103.1296562293 4309044.248541855, 556101.611456808 4309044.381368583, 556102.1427632356 4309050.45417097, 556103.6609626571 4309050.321344241))",0.07861005514860153,0.7544260621070862,0.2329944402820533,22252,2021,MOH2,W10004_0840/PHK76,1,12,160
23,7,2021_MOH2_ALL,191,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,191,"POLYGON ((556102.0471468943 4309050.191924484, 556101.5158403717 4309044.1191221075, 556099.9976409032 4309044.251948853, 556100.5289474255 4309050.324751231, 556102.0471468943 4309050.191924484))",0.08876122534275055,0.797585129737854,0.31126229238283004,22254,2021,MOH2,W10004_0848/PHK76,1,17,161
24,7,2021_MOH2_ALL,192,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,192,"POLYGON ((556100.4575983672 4309050.299225946, 556099.926291788 4309044.226423575, 556098.4080923147 4309044.359250335, 556098.939398896 4309050.4320527045, 556100.4575983672 4309050.299225946))",0.08411331474781036,0.8480165600776672,0.22366248244382023,22250,2021,MOH2,CG44/CGR01,2,-1,531
25,7,2021_MOH2_ALL,193,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,193,"POLYGON ((556098.8223019899 4309050.561616978, 556098.2909953301 4309044.488814616, 556096.7727958839 4309044.621641398, 556097.3041025447 4309050.69444376, 556098.8223019899 4309050.561616978))",0.07016927003860474,0.8583196401596069,0.21762004727315626,22251,2021,MOH2,F42/OH43,2,-1,532
26,7,2021_MOH2_ALL,194,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,194,"POLYGON ((556097.3070394958 4309050.728013272, 556096.7757328413 4309044.655210911, 556095.2575334036 4309044.788037692, 556095.7888400578 4309050.860840056, 556097.3070394958 4309050.728013272))",0.07019966840744019,0.7482205629348755,0.17226970681179776,22250,2021,MOH2,PHG39/PHN82,2,-1,533
27,7,2021_MOH2_ALL,195,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,195,"POLYGON ((556095.7554468719 4309050.797282177, 556095.2241401876 4309044.724479816, 556093.705940736 4309044.857306605, 556094.237247421 4309050.930108965, 556095.7554468719 4309050.797282177))",0.07359493523836136,0.7884814739227295,0.20028741785553808,22255,2021,MOH2,PHW52/PHM49,2,-1,534
28,7,2021_MOH2_ALL,196,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,196,"POLYGON ((556094.2127985861 4309050.982500462, 556093.6814918868 4309044.909698103, 556092.1632924466 4309045.042524894, 556092.6945991458 4309051.115327254, 556094.2127985861 4309050.982500462))",0.07149071246385574,0.7916362285614014,0.19333604932281367,22252,2021,MOH2,B14A/MO17,2,-1,535
28,8,2021_MOH2_ALL,197,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,197,"POLYGON ((556093.6727321413 4309044.667880036, 556093.1414254137 4309038.595077681, 556091.6232259276 4309038.727904476, 556092.1545326561 4309044.800706831, 556093.6727321413 4309044.667880036))",0.07692692428827286,0.7824968695640564,0.20143472308828816,22251,2021,MOH2,REDEAR/LH195,2,-1,536
27,8,2021_MOH2_ALL,198,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,198,"POLYGON ((556095.1904091388 4309044.87356282, 556094.6591024409 4309038.800760461, 556093.1409030176 4309038.933587256, 556093.6722097164 4309045.006389614, 556095.1904091388 4309044.87356282))",0.06886165589094162,0.8035432696342468,0.1930146052151202,22255,2021,MOH2,B37/MO17,2,-1,537
26,8,2021_MOH2_ALL,199,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,199,"POLYGON ((556096.7951285724 4309044.8163600275, 556096.2638219472 4309038.74355766, 556094.7456225401 4309038.876384439, 556095.2769291651 4309044.949186804, 556096.7951285724 4309044.8163600275))",0.0660954937338829,0.7705286145210266,0.1474434369698272,22251,2021,MOH2,B37/H95,2,-1,538
25,8,2021_MOH2_ALL,200,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,200,"POLYGON ((556098.3333903796 4309044.666237486, 556097.8020837681 4309038.593435118, 556096.2838843563 4309038.726261892, 556096.8151909676 4309044.799064261, 556098.3333903796 4309044.666237486))",0.07517421245574951,0.7983221411705017,0.17872362069982473,22252,2021,MOH2,TX779/LH195,2,-1,539
24,8,2021_MOH2_ALL,201,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,201,"POLYGON ((556099.849782381 4309044.323104854, 556099.3184757485 4309038.250302488, 556097.8002762956 4309038.383129263, 556098.3315829278 4309044.455931628, 556099.849782381 4309044.323104854))",0.06987062841653824,0.8359984159469604,0.24051045259347054,22253,2021,MOH2,TX110/87916,2,-1,540
23,8,2021_MOH2_ALL,202,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,202,"POLYGON ((556101.4510668821 4309044.222968098, 556100.9197603172 4309038.1501657255, 556099.40156087 4309038.282992485, 556099.932867436 4309044.355794855, 556101.4510668821 4309044.222968098))",0.09209650009870529,0.7852797508239746,0.2573272465106156,22255,2021,MOH2,W10004_0707/PHK76,1,17,162
22,8,2021_MOH2_ALL,203,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,203,"POLYGON ((556103.005462941 4309044.172027888, 556102.4741564105 4309038.099225513, 556100.9559569776 4309038.232052263, 556101.4872635077 4309044.30485464, 556103.005462941 4309044.172027888))",0.07519511878490448,0.7989578247070312,0.250033049508427,22250,2021,MOH2,W10004_0935/PHK76,1,16,163
21,8,2021_MOH2_ALL,204,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,204,"POLYGON ((556104.5037643536 4309044.073594994, 556103.9724578117 4309038.000792621, 556102.4542583858 4309038.133619374, 556102.9855649275 4309044.206421748, 556104.5037643536 4309044.073594994))",0.09628884494304657,0.8021676540374756,0.2310861556840905,22254,2021,MOH2,W10004_0073/PHK76,1,16,164
20,8,2021_MOH2_ALL,205,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,205,"POLYGON ((556106.1901623624 4309043.506219148, 556105.5835636415 4309037.445325622, 556104.0671177903 4309037.608992969, 556104.6737165037 4309043.669886504, 556106.1901623624 4309043.506219148))",0.09551744163036346,0.8891552686691284,0.45162516148056614,22255,2021,MOH2,W10004_0914/PHK76,1,17,165
