row,range,experiment,plot,plotLength,plotLeng_1,rowSpacing,rowSpaci_1,alleyLengt,alleyLen_1,rowsPerPlo,uniqueID,geometry,NDVI_min,NDVI_max,NDVI_mean,NDVI_count,Year,Location,Pedigree,Rep,Block,MOplot
22,1,2021_MOH2_ALL,22,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,22,"POLYGON ((556107.6286160116 4309087.008976714, 556107.0973102027 4309080.936174269, 556105.5791108136 4309081.069000847, 556106.1104166224 4309087.141803292, 556107.6286160116 4309087.008976714))",0.10301896184682846,0.9115571975708008,0.5144343486661077,23259,2021,MOH2,Fill/HB,-1,-1,22
23,1,2021_MOH2_ALL,23,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,23,"POLYGON ((556106.0768471152 4309087.14474024, 556105.5455412809 4309081.071937796, 556104.0273418941 4309081.20476438, 556104.5586477282 4309087.277566823, 556106.0768471152 4309087.14474024))",0.1097840890288353,0.9222010374069214,0.49113862753160475,23256,2021,MOH2,W10004_0950/PHK76,1,3,23
24,1,2021_MOH2_ALL,24,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,24,"POLYGON ((556104.5250782223 4309087.280503764, 556103.9937723627 4309081.2077013245, 556102.475572977 4309081.340527914, 556103.0068788351 4309087.413330355, 556104.5250782223 4309087.280503764))",0.11082075536251068,0.911823034286499,0.47620346966911764,23256,2021,MOH2,F42/MO17,1,-1,501
25,1,2021_MOH2_ALL,25,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,25,"POLYGON ((556102.7928380909 4309087.208091698, 556102.2615320495 4309081.135289276, 556100.7433326286 4309081.268115907, 556101.2746386697 4309087.34091833, 556102.7928380909 4309087.208091698))",0.13802769780158997,0.8978128433227539,0.48394652028952007,23254,2021,MOH2,Fill/HB,-1,-1,502
26,1,2021_MOH2_ALL,26,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,26,"POLYGON ((556101.358562435 4309087.333575943, 556100.8272564576 4309081.260773513, 556099.3090570344 4309081.39360013, 556099.8403630117 4309087.466402559, 556101.358562435 4309087.333575943))",0.08874199539422989,0.898747444152832,0.44000517361857666,23255,2021,MOH2,Fill/HB,-1,-1,503
27,1,2021_MOH2_ALL,27,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,27,"POLYGON ((556099.7564392409 4309087.473744928, 556099.2251331989 4309081.400942504, 556097.7069337787 4309081.533769138, 556098.2382398194 4309087.606571559, 556099.7564392409 4309087.473744928))",0.10726676136255264,0.8938007354736328,0.39142000534762234,23258,2021,MOH2,B14A/OH43,1,-1,504
28,1,2021_MOH2_ALL,28,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,28,"POLYGON ((556098.2382398173 4309087.606571544, 556097.7069337766 4309081.533769122, 556096.1887343551 4309081.666595754, 556096.7200403957 4309087.739398176, 556098.2382398173 4309087.606571544))",0.09268225729465485,0.8931209444999695,0.4185707290770802,23255,2021,MOH2,B14A/H95,1,-1,505
28,2,2021_MOH2_ALL,29,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,29,"POLYGON ((556097.6886806237 4309081.518452827, 556097.1573745668 4309075.445650405, 556095.6391751453 4309075.578477041, 556096.1704811996 4309081.651279463, 556097.6886806237 4309081.518452827))",0.12082928419113159,0.9152393341064453,0.4606900840105779,23256,2021,MOH2,B73/PHN82,1,-1,506
27,2,2021_MOH2_ALL,30,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,30,"POLYGON ((556099.2513604109 4309081.314081752, 556098.7200543819 4309075.241279327, 556097.2018549436 4309075.374105955, 556097.7331609736 4309081.44690838, 556099.2513604109 4309081.314081752))",0.17368528246879578,0.9133495688438416,0.4700138954588458,23254,2021,MOH2,2369/LH123HT,1,-1,507
26,2,2021_MOH2_ALL,31,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,31,"POLYGON ((556100.760117446 4309081.26664741, 556100.2288114179 4309075.193844986, 556098.7106119953 4309075.326671614, 556099.2419180241 4309081.399474039, 556100.760117446 4309081.26664741))",0.0858631581068039,0.8951212763786316,0.3594396591104519,23259,2021,MOH2,B37/H95,1,-1,508
25,2,2021_MOH2_ALL,32,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,32,"POLYGON ((556102.3454558827 4309081.127946899, 556101.8141499056 4309075.055144469, 556100.2959504806 4309075.187971084, 556100.8272564576 4309081.260773513, 556102.3454558827 4309081.127946899))",0.11985521018505096,0.8777267336845398,0.29074418967148263,23256,2021,MOH2,TX714/TX779,1,-1,509
24,2,2021_MOH2_ALL,33,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,33,"POLYGON ((556103.9717453042 4309080.955929922, 556103.4404394063 4309074.8831274845, 556101.922239974 4309075.015954079, 556102.4535458718 4309081.0887565175, 556103.9717453042 4309080.955929922))",0.13264060020446777,0.9085579514503479,0.4519981551253386,23257,2021,MOH2,B37/MO17,1,-1,510
23,2,2021_MOH2_ALL,34,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,34,"POLYGON ((556105.4964501414 4309080.704141551, 556104.9651442381 4309074.631339113, 556103.4469447808 4309074.764165708, 556103.9782506851 4309080.8369681435, 556105.4964501414 4309080.704141551))",0.1632850468158722,0.9137315154075623,0.5971096470837991,23258,2021,MOH2,W10004_0080/PHK76,1,3,24
22,2,2021_MOH2_ALL,35,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,35,"POLYGON ((556107.0973102027 4309080.936174269, 556106.566004394 4309074.863371821, 556105.0478050052 4309074.9961984, 556105.5791108136 4309081.069000847, 556107.0973102027 4309080.936174269))",0.15739883482456207,0.9184900522232056,0.5118123958557299,23255,2021,MOH2,W10004_1112/PHK76,1,3,25
21,2,2021_MOH2_ALL,36,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,36,"POLYGON ((556108.5359912346 4309080.861044339, 556108.0046853719 4309074.788241899, 556106.4864859948 4309074.92106849, 556107.0177918595 4309080.993870932, 556108.5359912346 4309080.861044339))",0.12892098724842072,0.9029472470283508,0.46007799064918314,23260,2021,MOH2,W10004_0827/PHK76,1,3,26
20,2,2021_MOH2_ALL,37,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,37,"POLYGON ((556110.3012404279 4309080.537471555, 556109.7699347358 4309074.464669097, 556108.2517353195 4309074.5974956425, 556108.7830410092 4309080.6702981, 556110.3012404279 4309080.537471555))",0.1490221470594406,0.9143758416175842,0.40396038123978845,23258,2021,MOH2,B37/OH43,1,3,27
19,2,2021_MOH2_ALL,38,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,38,"POLYGON ((556111.7588062548 4309080.2915571155, 556111.2275005085 4309074.218754662, 556109.7093010697 4309074.3515812205, 556110.240606818 4309080.424383672, 556111.7588062548 4309080.2915571155))",0.167271688580513,0.9255498647689819,0.5299629077576754,23256,2021,MOH2,W10004_0079/PHK76,1,3,28
18,2,2021_MOH2_ALL,39,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,39,"POLYGON ((556113.3855772926 4309080.318364334, 556112.8542716422 4309074.245561871, 556111.3360722329 4309074.378388407, 556111.8673778821 4309080.451190871, 556113.3855772926 4309080.318364334))",0.14096345007419586,0.9047064781188965,0.4552649887394651,23256,2021,MOH2,W10004_0264/PHK76,1,2,29
17,2,2021_MOH2_ALL,40,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,40,"POLYGON ((556114.9753211275 4309080.230018208, 556114.4440155354 4309074.157215741, 556112.9258161335 4309074.2900422625, 556113.4571217254 4309080.362844732, 556114.9753211275 4309080.230018208))",0.16211789846420288,0.9057548642158508,0.5245358808613906,23256,2021,MOH2,W10004_0062/PHK76,1,2,30
16,2,2021_MOH2_ALL,41,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,41,"POLYGON ((556116.6493041669 4309079.829864041, 556116.1179986721 4309073.757061564, 556114.5997992149 4309073.889888058, 556115.1311047117 4309079.962690535, 556116.6493041669 4309079.829864041))",0.15493793785572052,0.9254540205001831,0.4703152882589439,23256,2021,MOH2,W10004_0199/PHK76,1,4,31
15,2,2021_MOH2_ALL,42,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,42,"POLYGON ((556118.2361110657 4309079.707948431, 556117.7048056254 4309073.635145948, 556116.1866061679 4309073.767972428, 556116.7179116091 4309079.840774911, 556118.2361110657 4309079.707948431))",0.1522219330072403,0.9195036292076111,0.4053032504326654,23257,2021,MOH2,W10004_0632/PHK76,1,4,32
14,2,2021_MOH2_ALL,43,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,43,"POLYGON ((556119.8504751624 4309079.854233836, 556119.3191698188 4309073.781431343, 556117.8009704151 4309073.914257804, 556118.3322757576 4309079.987060296, 556119.8504751624 4309079.854233836))",0.13786718249320984,0.923353910446167,0.4597474837400559,23255,2021,MOH2,W10004_0649/PHK76,1,2,33
13,2,2021_MOH2_ALL,44,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,44,"POLYGON ((556121.3839908567 4309079.703154174, 556120.852685524 4309073.63035168, 556119.3344861156 4309073.763178138, 556119.8657914492 4309079.835980631, 556121.3839908567 4309079.703154174))",0.11603052169084549,0.905994713306427,0.4740015849404455,23256,2021,MOH2,W10004_0949/PHK76,1,2,34
12,2,2021_MOH2_ALL,45,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,45,"POLYGON ((556123.0273138898 4309079.407162023, 556122.4960086389 4309073.33435952, 556120.9778091968 4309073.4671859555, 556121.5091144476 4309079.539988456, 556123.0273138898 4309079.407162023))",0.1499505639076233,0.8869876861572266,0.37252332059468524,23256,2021,MOH2,F42/H95,1,4,35
11,2,2021_MOH2_ALL,46,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,46,"POLYGON ((556124.5899937014 4309079.2027911665, 556124.0586884781 4309073.129988664, 556122.5404890205 4309073.26281509, 556123.0717942447 4309079.335617593, 556124.5899937014 4309079.2027911665))",0.14294187724590302,0.8949127793312073,0.4587455776083545,23257,2021,MOH2,W10004_0041/PHK76,1,4,36
10,2,2021_MOH2_ALL,47,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,47,"POLYGON ((556126.2187653377 4309079.330902731, 556125.6874602205 4309073.258100217, 556124.1692608132 4309073.39092662, 556124.7005659291 4309079.463729134, 556126.2187653377 4309079.330902731))",0.15434102714061737,0.9035859704017639,0.3762845859761342,23255,2021,MOH2,LH82/TX779,1,1,37
9,2,2021_MOH2_ALL,48,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,48,"POLYGON ((556127.7279379871 4309079.131213143, 556127.1966328592 4309073.058410631, 556125.678433436 4309073.191237037, 556126.2097385658 4309079.26403955, 556127.7279379871 4309079.131213143))",0.12655813992023468,0.9075345993041992,0.4763819163415237,23259,2021,MOH2,W10004_0389/PHK76,1,1,38
8,2,2021_MOH2_ALL,49,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,49,"POLYGON ((556129.4262640167 4309078.680043291, 556128.8949589981 4309072.607240767, 556127.3767595126 4309072.74006714, 556127.9080645309 4309078.812869663, 556129.4262640167 4309078.680043291))",0.175444558262825,0.9014188051223755,0.4858072356751236,23255,2021,MOH2,TX773/TX779,1,4,39
7,2,2021_MOH2_ALL,50,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,50,"POLYGON ((556130.9138309341 4309078.583723382, 556130.382525895 4309072.510920859, 556128.8643264151 4309072.643747236, 556129.3956314551 4309078.716549759, 556130.9138309341 4309078.583723382))",0.17126739025115967,0.894075870513916,0.470586849563016,23256,2021,MOH2,W10004_0782/PHK76,1,4,40
6,2,2021_MOH2_ALL,51,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,51,"POLYGON ((556132.5344785656 4309078.66589885, 556132.0031736234 4309072.593096319, 556130.4849741838 4309072.725922673, 556131.0162791258 4309078.798725206, 556132.5344785656 4309078.66589885))",0.16451817750930786,0.9124060869216919,0.5176066374672128,23256,2021,MOH2,W10004_0879/PHK76,1,1,41
5,2,2021_MOH2_ALL,52,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,52,"POLYGON ((556134.0373617252 4309078.551325737, 556133.5060567749 4309072.478523206, 556131.9878573393 4309072.611349566, 556132.5191622917 4309078.684152097, 556134.0373617252 4309078.551325737))",0.1582774966955185,0.9261916875839233,0.5342673664860681,23256,2021,MOH2,W10004_0179/PHK76,1,1,42
4,2,2021_MOH2_ALL,53,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,53,"POLYGON ((556135.7083800348 4309078.185257513, 556135.1770751791 4309072.112454972, 556133.6588756959 4309072.245281305, 556134.1901805503 4309078.318083845, 556135.7083800348 4309078.185257513))",0.10995389521121979,0.9282776713371277,0.5348463767843322,23258,2021,MOH2,W10004_0430/PHK76,1,1,43
3,2,2021_MOH2_ALL,54,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,54,"POLYGON ((556137.3616944312 4309078.243569012, 556136.8303896965 4309072.170766459, 556135.3121902462 4309072.303592765, 556135.8434949818 4309078.376395317, 556137.3616944312 4309078.243569012))",0.168578639626503,0.9177888035774231,0.5097886785265093,23256,2021,MOH2,W10004_0741/PHK76,1,1,44
2,2,2021_MOH2_ALL,55,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,55,"POLYGON ((556138.8798938803 4309078.110742707, 556138.3485891456 4309072.037940153, 556136.8303896965 4309072.170766459, 556137.3616944312 4309078.243569012, 556138.8798938803 4309078.110742707))",0.17697261273860931,0.917866587638855,0.49150065174156093,23255,2021,MOH2,W10004_0822/PHK76,1,1,45
1,2,2021_MOH2_ALL,56,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,56,"POLYGON ((556140.3980933294 4309077.977916403, 556139.8667885954 4309071.905113849, 556138.3485891456 4309072.037940153, 556138.8798938803 4309078.110742707, 556140.3980933294 4309077.977916403))",0.13219434022903442,0.9032441973686218,0.4334506837617174,23256,2021,MOH2,W10004_0271/PHK76,1,1,46
1,3,2021_MOH2_ALL,57,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,57,"POLYGON ((556139.996661207 4309071.843011782, 556139.4653565666 4309065.770209219, 556137.9471571023 4309065.903035499, 556138.4784617426 4309071.975838061, 556139.996661207 4309071.843011782))",0.14130084216594696,0.9164164662361145,0.4977089940335412,23255,2021,MOH2,W10004_0892/PHK76,1,5,47
2,3,2021_MOH2_ALL,58,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,58,"POLYGON ((556138.4646139499 4309072.010876074, 556137.9333093009 4309065.938073515, 556136.4151098445 4309066.070899798, 556136.9464144923 4309072.143702358, 556138.4646139499 4309072.010876074))",0.16471132636070251,0.9103689193725586,0.542266004590016,23257,2021,MOH2,W10004_0966/PHK76,1,5,48
3,3,2021_MOH2_ALL,59,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,59,"POLYGON ((556136.7099594729 4309072.147476261, 556136.178654644 4309066.074673717, 556134.660455192 4309066.207500046, 556135.1917600194 4309072.280302589, 556136.7099594729 4309072.147476261))",0.14793163537979126,0.9142308831214905,0.541307312943453,23255,2021,MOH2,W10004_0732/PHK76,1,5,49
4,3,2021_MOH2_ALL,60,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,60,"POLYGON ((556135.1888230783 4309072.24673304, 556134.6575182446 4309066.173930497, 556133.1393187871 4309066.306756825, 556133.6706236206 4309072.37955937, 556135.1888230783 4309072.24673304))",0.15207362174987793,0.9402750134468079,0.5442983683586695,23254,2021,MOH2,W10004_0798/PHK76,1,5,50
5,3,2021_MOH2_ALL,61,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,61,"POLYGON ((556133.4907405478 4309072.496776431, 556132.9594355865 4309066.4239739, 556131.4412361538 4309066.556800266, 556131.9725411161 4309072.6296027955, 556133.4907405478 4309072.496776431))",0.1488773673772812,0.9262449145317078,0.5278586762255429,23255,2021,MOH2,W10004_0078/PHK76,1,5,51
6,3,2021_MOH2_ALL,62,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,62,"POLYGON ((556131.9834519646 4309072.560995271, 556131.4521470048 4309066.488192742, 556129.9339475598 4309066.621019102, 556130.4652525194 4309072.693821631, 556131.9834519646 4309072.560995271))",0.15997062623500824,0.9159587025642395,0.5151495898059557,23255,2021,MOH2,W10004_0129/PHK76,1,5,52
7,3,2021_MOH2_ALL,63,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,63,"POLYGON ((556130.2679695687 4309072.554769696, 556129.7366644448 4309066.481967183, 556128.2184649779 4309066.614793582, 556128.7497700995 4309072.687596095, 556130.2679695687 4309072.554769696))",0.1334514319896698,0.9224507212638855,0.5240050726331743,23259,2021,MOH2,B73/PHN82,1,6,53
8,3,2021_MOH2_ALL,64,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,64,"POLYGON ((556128.676757178 4309072.626330926, 556128.1454519951 4309066.553528419, 556126.6272525156 4309066.686354833, 556127.1585577017 4309072.759157341, 556128.676757178 4309072.626330926))",0.13812871277332306,0.9124511480331421,0.45237592978759994,23258,2021,MOH2,W10004_0631/PHK76,1,6,54
9,3,2021_MOH2_ALL,65,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,65,"POLYGON ((556127.056148809 4309072.852683002, 556126.5248435525 4309066.7798804995, 556125.0066440962 4309066.912706935, 556125.5379493493 4309072.985509435, 556127.056148809 4309072.852683002))",0.14189566671848297,0.9121487736701965,0.4581679838644669,23260,2021,MOH2,W10004_1018/PHK76,1,4,55
10,3,2021_MOH2_ALL,66,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,66,"POLYGON ((556125.6006829294 4309072.929281265, 556125.0693777186 4309066.856478759, 556123.5511782467 4309066.9893051805, 556124.0824834596 4309073.062107686, 556125.6006829294 4309072.929281265))",0.14189566671848297,0.930702805519104,0.4828013553625946,23256,2021,MOH2,W10004_0256/PHK76,1,4,56
11,3,2021_MOH2_ALL,67,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,67,"POLYGON ((556123.9161044089 4309073.093577203, 556123.3847990712 4309067.02077471, 556121.8665996109 4309067.153601164, 556122.3979049473 4309073.226403656, 556123.9161044089 4309073.093577203))",0.1467611938714981,0.909454882144928,0.49266005597777013,23257,2021,MOH2,W10004_0688/PHK76,1,6,57
12,3,2021_MOH2_ALL,68,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,68,"POLYGON ((556122.4467907255 4309073.205213457, 556121.9154854247 4309067.132410962, 556120.397285958 4309067.265237404, 556120.9285912598 4309073.338039901, 556122.4467907255 4309073.205213457))",0.1285393089056015,0.9225485324859619,0.4390517346779741,23259,2021,MOH2,W10004_1140/PHK76,1,6,58
13,3,2021_MOH2_ALL,69,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,69,"POLYGON ((556120.9043681924 4309073.698502799, 556120.3730629045 4309067.6257003, 556118.8548635084 4309067.758526749, 556119.3861687961 4309073.831329245, 556120.9043681924 4309073.698502799))",0.14814360439777374,0.8958516716957092,0.4231037032607293,23254,2021,MOH2,W10004_1001/PHK76,1,4,59
