row,range,experiment,plot,plotLength,plotLeng_1,rowSpacing,rowSpaci_1,alleyLengt,alleyLen_1,rowsPerPlo,uniqueID,geometry,NDVI_HUE_masked_min,NDVI_HUE_masked_max,NDVI_HUE_masked_mean,NDVI_HUE_masked_count,Year,Location,Pedigree,Rep,Block,MOplot
15,2,2021_MOH2_ALL,42,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,42,"POLYGON ((556118.2361110657 4309079.707948431, 556117.7048056254 4309073.635145948, 556116.1866061679 4309073.767972428, 556116.7179116091 4309079.840774911, 556118.2361110657 4309079.707948431))",0.4128728210926056,0.9042593240737915,0.7418838683838216,4506,2021,MOH2,W10004_0632/PHK76,1,4,32
14,2,2021_MOH2_ALL,43,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,43,"POLYGON ((556119.8504751624 4309079.854233836, 556119.3191698188 4309073.781431343, 556117.8009704151 4309073.914257804, 556118.3322757576 4309079.987060296, 556119.8504751624 4309079.854233836))",0.42202138900756836,0.923353910446167,0.7603946776451097,5470,2021,MOH2,W10004_0649/PHK76,1,2,33
13,2,2021_MOH2_ALL,44,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,44,"POLYGON ((556121.3839908567 4309079.703154174, 556120.852685524 4309073.63035168, 556119.3344861156 4309073.763178138, 556119.8657914492 4309079.835980631, 556121.3839908567 4309079.703154174))",0.4075362980365753,0.9015923738479614,0.7525121061981741,6271,2021,MOH2,W10004_0949/PHK76,1,2,34
12,2,2021_MOH2_ALL,45,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,45,"POLYGON ((556123.0273138898 4309079.407162023, 556122.4960086389 4309073.33435952, 556120.9778091968 4309073.4671859555, 556121.5091144476 4309079.539988456, 556123.0273138898 4309079.407162023))",0.34312403202056885,0.881829023361206,0.7227711661456735,3259,2021,MOH2,F42/H95,1,4,35
11,2,2021_MOH2_ALL,46,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,46,"POLYGON ((556124.5899937014 4309079.2027911665, 556124.0586884781 4309073.129988664, 556122.5404890205 4309073.26281509, 556123.0717942447 4309079.335617593, 556124.5899937014 4309079.2027911665))",0.3840614855289459,0.8949127793312073,0.734681499435241,5810,2021,MOH2,W10004_0041/PHK76,1,4,36
10,2,2021_MOH2_ALL,47,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,47,"POLYGON ((556126.2187653377 4309079.330902731, 556125.6874602205 4309073.258100217, 556124.1692608132 4309073.39092662, 556124.7005659291 4309079.463729134, 556126.2187653377 4309079.330902731))",0.4442916214466095,0.9035859704017639,0.7359740471117424,3300,2021,MOH2,LH82/TX779,1,1,37
9,2,2021_MOH2_ALL,48,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,48,"POLYGON ((556127.7279379871 4309079.131213143, 556127.1966328592 4309073.058410631, 556125.678433436 4309073.191237037, 556126.2097385658 4309079.26403955, 556127.7279379871 4309079.131213143))",0.39805346727371216,0.9075345993041992,0.7567744333131473,5986,2021,MOH2,W10004_0389/PHK76,1,1,38
8,2,2021_MOH2_ALL,49,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,49,"POLYGON ((556129.4262640167 4309078.680043291, 556128.8949589981 4309072.607240767, 556127.3767595126 4309072.74006714, 556127.9080645309 4309078.812869663, 556129.4262640167 4309078.680043291))",0.4282495677471161,0.9014188051223755,0.7543053956955122,5593,2021,MOH2,TX773/TX779,1,4,39
7,2,2021_MOH2_ALL,50,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,50,"POLYGON ((556130.9138309341 4309078.583723382, 556130.382525895 4309072.510920859, 556128.8643264151 4309072.643747236, 556129.3956314551 4309078.716549759, 556130.9138309341 4309078.583723382))",0.44272613525390625,0.8932411074638367,0.7464496492860017,4972,2021,MOH2,W10004_0782/PHK76,1,4,40
6,2,2021_MOH2_ALL,51,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,51,"POLYGON ((556132.5344785656 4309078.66589885, 556132.0031736234 4309072.593096319, 556130.4849741838 4309072.725922673, 556131.0162791258 4309078.798725206, 556132.5344785656 4309078.66589885))",0.40747180581092834,0.9060503244400024,0.7645548397732764,6208,2021,MOH2,W10004_0879/PHK76,1,1,41
