"","PlotID","Python_Height","X","LAI","BI","GLI","NGRDI","VARI","BGI","NDVI","myIndex.1","myIndex.2","myIndex.3","myIndex.4","myIndex.5","myIndex.6","myIndex.7","myIndex.8","myIndex.9","myIndex.10","myIndex.11","myIndex.12","myIndex.13","myIndex.14","myIndex.15","myIndex.16","Pedigree","Exp_row","Exp_range"
"1",1,0.596664428710938,1,0.311837279093031,20075.6497410568,-0.978780320795056,-0.977171364261681,-Inf,102.496805676763,0.143047673424029,-0.999760182668135,-48468.7574595766,-0.980056118411973,-0.978780320795056,-80192.6582763794,-0.977171364261681,-0.999723126483938,-0.999879621104005,-0.983997517275709,0.463784088085628,0.643963562411782,0.530881751006276,0.0100760354003429,-22587.072012002,0.0674578856604967,0.0109096878557298,"Fill/HB",1,1
"2",2,0.785671691894521,2,0.330365776399587,20323.7415028975,-0.978879599460616,-0.977394699456704,-Inf,103.05179623733,0.111877278613395,-0.999760204669441,-49115.4629313074,-0.980076795852674,-0.978879599460616,-81546.6197784109,-0.977394699456704,-0.999724704532369,-0.999879632147798,-0.984071947790545,0.466921877687605,0.648381278026162,0.52776877157591,0.0100660978673598,-23092.2548907882,0.0611827399467701,0.0108374844916214,"Fill/HB",2,1
"3",3,0.82196044921875,3,0.366840034673601,20236.929406415,-0.978740168378226,-0.977194499968955,-Inf,102.825750744742,0.0914426922863979,-0.999755660000896,-48894.721239607,-0.979981917780362,-0.978740168378226,-81097.5379591837,-0.977194499968955,-0.999718390034113,-0.999877350902411,-0.983965769675493,0.465813417680461,0.646794041311142,0.528841838878037,0.0101151155193343,-22929.1547996977,0.0633772279278784,0.0109199125261852,"Fill/HB",3,1
"4",4,0.8399658203125,4,0.319051747132569,21450.7186749466,-0.979849790454449,-0.978578731457075,-Inf,108.345219334783,0.0571342292908721,-0.999780349840672,-51903.3901455547,-0.98090476224998,-0.979849790454449,-86347.8930468135,-0.978578731457075,-0.999751309604253,-0.999889744233749,-0.984806805380797,0.469642839811576,0.652435577529805,0.525292761982023,0.00964441645019926,-24530.3592151849,0.0559419390158465,0.0103069732625486,"Fill/HB",4,1
"5",5,0.606463623046864,5,0.27082360786929,22349.8748570597,-0.980739166594666,-0.979484684295466,-Inf,113.01346976775,0.0432623938484817,-0.999800926489853,-54100.6380030996,-0.98178302118338,-0.980739166594666,-89954.7225003522,-0.979484684295466,-0.999773417137821,-0.99990007290471,-0.985481324803759,0.469024845297715,0.651795225018053,0.526135596303538,0.00919578537173035,-25537.2032123233,0.0573991993633521,0.00985300876398767,"Fill/HB",5,1
"6",6,0.489531860351576,6,0.168250475142543,22958.6165489543,-0.981569204948609,-0.980680163667239,-Inf,114.899590957393,-0.0011495629167061,-0.999821547348066,-55640.314216778,-0.98233996956364,-0.981569204948609,-92976.6001484781,-0.980680163667239,-0.99980364191706,-0.999910423766872,-0.986111179987212,0.475646986239126,0.661276174063847,0.519723407089945,0.00891076273428535,-26595.9185226429,0.0442853596594043,0.0093650361616452,"Fill/HB",6,1
"7",7,1.04908752441406,7,0.576862810468411,19854.7996750475,-0.978118784872085,-0.976395928701594,-Inf,101.2981325482,0.12909897004344,-0.999738587778797,-47958.0484625517,-0.979515583342151,-0.978118784872085,-79394.8829904165,-0.976395928701594,-0.999695524114726,-0.999868781316416,-0.983493593230931,0.46308595464008,0.642818200906422,0.53141190977023,0.0103542242108589,-22382.0246627606,0.068717305105748,0.0112675491926321,"W10004_0290/PHK76",7,1
"8",8,1.12152099609375,8,0.594878463539062,19782.5948744798,-0.97796646674991,-0.976329749360355,-Inf,100.704218168749,0.141205491509528,-0.999734230308902,-47793.085600907,-0.979304958438007,-0.97796646674991,-79210.9995559335,-0.976329749360355,-0.999693338141778,-0.999866594037409,-0.983377706379482,0.464612987359827,0.644917417763585,0.5298462481,0.0104623683064596,-22368.509967876,0.0656069965750157,0.011329194473452,"W10004_0498/PHK76",8,1
"9",9,1.13499450683594,9,0.593798966494416,19296.8105699399,-0.977471420951391,-0.975985674525258,-Inf,97.5494577188508,0.158251578993327,-0.999723365475494,-46640.4587822859,-0.978707449098928,-0.977471420951391,-77570.9446718565,-0.975985674525258,-0.99968484165645,-0.999861140317111,-0.983002370301927,0.468355348058323,0.650031610715627,0.525978775375653,0.0107672064207749,-22020.347063979,0.0579662185334447,0.0115519941786842,"Fill/HB",9,1
"10",10,1.24795532226562,10,0.655851950650217,19452.9783830505,-0.977358819323901,-0.975496156419718,-Inf,99.5250804354744,0.204392015331438,-0.999716542664842,-46946.6292134831,-0.978833886621625,-0.977358819323901,-77600.4563968952,-0.975496156419718,-0.999668596864713,-0.999857715533725,-0.982915757702749,0.461436487625514,0.640316335243303,0.532868764942069,0.010704344655916,-21822.7337024372,0.0718496127339043,0.0116818077591385,"Fill/HB",10,1
"11",11,1.41497802734375,11,0.61998599579874,19154.6817159095,-0.976863304697359,-0.9749041963596,-Inf,97.8864505612221,0.221733817663516,-0.999702487212103,-46224.5166864608,-0.978416120344658,-0.976863304697359,-76452.3771971496,-0.9749041963596,-0.999649812945834,-0.999850660247644,-0.982539098423857,0.46107907394562,0.639690402998487,0.533100625528999,0.0109182973417231,-21518.4717933492,0.0724614024547671,0.011951936426811,"W10004_0884/PHK76",11,1
"12",12,1.23037429809571,12,0.481812422898676,19699.9189279577,-0.977732533689264,-0.976286150061473,-Inf,99.4737859814,0.159417977766186,-0.999726238312946,-47627.5657267559,-0.978936866990921,-0.977732533689264,-79253.0161488543,-0.976286150061473,-0.999688695668607,-0.999862582368851,-0.983199274173056,0.468913715438021,0.650878959670914,0.525486042619665,0.0106514243786685,-22516.7503014989,0.0569061736682719,0.011414173631057,"W10004_0037/PHK76",12,1
"13",13,1.573115234375,13,0.729370186376821,18905.9951821573,-0.976628529624235,-0.97437553811364,-Inf,97.5709967980725,0.248846215265481,-0.999697080620603,-45579.3830840744,-0.978400154097757,-0.976628529624235,-75016.6735448666,-0.97437553811364,-0.999636762633942,-0.999847946350734,-0.982361213884103,0.455663386439857,0.632049145643833,0.538457018188178,0.0109261492315368,-20953.7789005659,0.0832975129485317,0.0121245556262977,"Fill/HB",13,1
"14",14,1.09767150878906,14,0.404174446519072,21684.1309808649,-0.979752132280637,-0.978148843079075,-Inf,110.292562186821,0.127329547155912,-0.999773607661211,-52393.7445593805,-0.980999616853124,-0.979752132280637,-86829.5422418179,-0.978148843079075,-0.999735441926667,-0.999886359924059,-0.984731430699028,0.464378908444576,0.645040948722082,0.530531568455101,0.00959748767117484,-24524.141201741,0.0665074938332229,0.0104219936352444,"Fill/HB",14,1
