"","PlotID","Red","Green","Blue","RedEdge","NIR","BI","GLI","NGRDI","VARI","BGI","NDVI","Pedigree","Exp_row","Exp_range"
"63",63,26077.9921556642,31360.264109617,31730.1724735126,33430.7629889976,25844.10299511,30239.9696817191,0.0328159170339451,0.102979247244914,Inf,1.06600319105174,-0.0228671342974098,"LH74/PHN82",17,3
"64",64,25814.1719073336,31617.5783071721,33318.2765356079,33544.446979256,24827.0093373038,30889.4289291475,0.024093929402848,0.115984034572929,2.92000527180128,1.11776503998642,-0.0414676064799092,"W10004_0098/PHK76",18,3
"65",65,27082.360095167,31909.8760962866,31382.6768986751,33848.3580425453,26302.9849318903,30584.5477161339,0.0373941751420983,0.0931070021684082,Inf,1.02823020325672,-0.0335220723550068,"W10004_0032/PHK76",19,3
"66",66,24529.6852867091,29594.3518545957,32004.5466488863,31931.9244826394,23184.2500617375,29263.6767385449,0.0142277400369297,0.105062116517031,Inf,1.13823646269949,-0.047149525319193,"W10004_0885/PHK76",20,3
"67",67,25860.4734361611,30624.3316195373,32011.1573836047,32191.7929639151,24653.5277063696,30065.875874976,0.0192646162054062,0.095974980431872,Inf,1.10710961363684,-0.0439681117988879,"B14A/H95",21,3
"68",68,25886.4077425373,30909.3354011194,31047.8756529851,32400.3802705224,25066.2010727612,29817.1067533799,0.0318011953405207,0.10134132426506,2.03619105793551,1.06575256166053,-0.0341161487233091,"W10004_0093/PHK76",22,3
"69",69,25170.1289433806,30633.8716535795,30678.3323230932,32253.4207650273,24388.8370758139,29357.3126417013,0.0380808144798715,0.110918816695349,2.05995540897879,1.05612532797955,-0.0325561955464149,"W10004_0776/PHK76",23,3
"70",70,28699.9043034347,33975.6518740764,32170.166047199,35896.6709506963,28227.1257444808,32162.9264012896,0.0447023134355459,0.0991598291039089,1.35047347736322,1.0123890954091,-0.0289679779221635,"W10004_0828/PHK76",23,4
"71",71,26210.8122889306,31031.2802532833,30475.9689962477,33115.7013602251,25859.1424484053,29709.3714029553,0.0365304457831716,0.0943596320005989,1.50556934357623,1.03749465116494,-0.0239073858156874,"W10004_0981/PHK76",22,4
"72",72,24721.3774526106,30075.9877428856,31783.2983039574,31485.5560359162,24021.176492945,29371.6200873379,0.0243031764817445,0.10471473693943,1.81505516005275,1.10074339475291,-0.030261822045771,"W10004_0636/PHK76",21,4
"73",73,26475.2852718827,32114.9029966299,32094.9057291192,32827.6118954367,26622.0732307132,30718.8742840224,0.0405996250434133,0.104176709604592,1.30538576115902,1.0352897080892,-0.013406504149289,"LOCAL_CHECK",20,4
"74",74,24021.7926971196,30564.434778392,33637.842401319,32331.4802637959,23384.939724566,30024.3372923068,0.02325704957145,0.126569346437245,2.42876424605455,1.13802135809575,-0.0269014787553959,"W10004_0110/PHK76",19,4
"75",75,26017.6330569167,31108.1706087448,31291.0169148134,33491.0097059932,27137.0452789295,29929.6779550942,0.0340424296353275,0.0979765661978042,1.7318319776911,1.05263519260528,0.00372026414520889,"W10004_0733/PHK76",18,4
"76",76,24002.1732212277,29711.8896573547,31074.0957417955,32797.3439562427,23868.7857788627,28779.8621372084,0.0319137125489112,0.114417339140471,Inf,1.08589254977664,-0.0186062503757743,"W10004_0465/PHK76",17,4
"77",77,26694.5067203113,32197.4252807498,30053.0212662481,34732.5748076753,27412.0471306039,30091.8048386191,0.057676665907992,0.102069958698694,0.931679005120435,0.96844390551275,-0.00465665890861258,"W10004_0774/PHK76",16,4
"78",78,24371.2172579939,31140.7982917214,31689.8320630749,33708.7641261498,23380.1801138852,29635.5587300933,0.0469110302522774,0.130060851762963,1.26059344640087,1.05241475484213,-0.0355502289838641,"W10004_0047/PHK76",15,4
"79",79,24876.9368816254,30426.7803886926,29550.3346731449,32651.6502208481,24604.063869258,28754.4316155405,0.0476858839077437,0.111426132296917,1.967591501174,1.02419216564986,-0.0223874515560509,"W10004_0687/PHK76",14,4
"80",80,23781.4376649377,30079.3502593503,31597.5203840204,33144.3226408226,22036.1497861498,29059.2032873162,0.0350613729012814,0.124084852432722,1.40507522646045,1.09004193706508,-0.050400905788431,"W10004_0852/PHK76",13,4
"81",81,25623.0081213536,30243.3550525088,29400.0131155193,32869.1981330222,25304.5270011669,28865.2797446762,0.0379974894373704,0.0939054904794763,2.23672354459012,1.03326922473715,-0.0245080292324148,"W10004_0014/PHK76",12,4
"82",82,24301.8527449061,29622.2682623009,31097.1472106059,31845.768974108,22570.8882907732,28837.7659069327,0.0267086143727238,0.107592809979186,1.27152201590034,1.09402743930607,-0.052485841068915,"W10004_0667/PHK76",11,4
"83",83,25924.3071068317,30101.4472260431,30062.1381934892,31759.6696469509,24708.9517652453,29094.7152804352,0.0307719373970929,0.0835749296745016,Inf,1.03673192191365,-0.0383117159921415,"W10004_0684/PHK76",10,4
"84",84,25180.3016496098,29601.2345904014,31867.9931772513,31529.2484695547,23833.2656198888,29376.07326814,0.0137899767276298,0.0877853571504963,1.89900971171975,1.10897754461317,-0.0419132034899376,"W10004_0409/PHK76",9,4
"85",85,25554.7922502764,29195.9668724659,28985.8129377073,30594.580169554,25499.7377902691,28273.997963629,0.0281095314541958,0.0765989645327823,0.98428055345692,1.03444344830414,-0.0127821012403501,"W10004_0291/PHK76",8,4
"86",86,26756.921666442,31095.9136668015,29894.5347624826,32612.0726259494,26807.0325828053,29667.6173077613,0.0406840963112742,0.0865141950925997,1.41881117962768,1.00337836112673,-0.0136542301331691,"W10004_0691/PHK76",7,4
"87",87,23616.8380988094,29119.8648167245,31232.8686603544,31555.6575888254,22210.5188431611,28524.2867444111,0.0242673117761546,0.112463666223775,1.86844519549413,1.11349556802127,-0.0449856292116146,"W10004_0189/PHK76",6,4
"88",88,25799.942180691,31229.5601779056,30288.1771418303,34097.9716519161,25824.0419605553,29608.8842657386,0.0452801004301375,0.107413083878456,Inf,1.02560526113785,-0.0194928628033448,"W10004_0932/PHK76",5,4
"89",89,23808.3113064852,29348.165390433,29972.3706749858,32594.8756381168,23208.4952732085,28255.0751496283,0.0352585230761315,0.114460114394185,1.9490323972819,1.07641807587626,-0.0312511084436145,"W10004_0231/PHK76",4,4
"90",90,24955.2771903323,30649.3156627644,29974.0064199396,33096.3478096677,24620.4526529456,29065.8377861291,0.0456517064969173,0.116658344976616,Inf,1.03989045038761,-0.0230266247268603,"W10004_0487/PHK76",3,4
"91",91,25066.7955980516,31782.2327259607,32047.9146671478,34030.6491069818,23953.6997113476,30237.6842357824,0.0473084281394207,0.128150379641886,Inf,1.04770175604526,-0.0393951361774702,"W10004_1052/PHK76",2,4
"92",92,24373.3240522119,29852.7910633938,29596.5133425402,31973.6162070655,23687.2390074397,28415.44402117,0.042290944468681,0.112324815534343,2.18578370105681,1.04353247809375,-0.0313394602386513,"W10004_1080/PHK76",1,4
"93",93,24627.2250821221,29895.2892498763,30004.0682626108,32647.3405030824,23728.3436979706,28624.7194806113,0.0378625201683493,0.106611094388728,Inf,1.05016230878235,-0.0327092078921008,"W10004_0618/PHK76",1,5
"94",94,25281.2067840235,31157.5573378683,31729.0039067886,33644.7797030841,24499.9932435538,29928.199171439,0.03832932640515,0.11350211923359,1.77262280420426,1.05870693893107,-0.0313909101627468,"W10004_0851/PHK76",2,5
"95",95,26029.4284120671,31178.7092831506,30928.0620331749,32054.6659714812,26356.0139198758,29858.2589658925,0.0376286498630974,0.100907893047166,Inf,1.04277170563945,-0.00849012951512586,"W10004_0673/PHK76",3,5
"96",96,26450.9572310195,31807.1863368894,31941.5505908243,32172.4826101517,26812.0122470459,30558.7827837733,0.03607719113508,0.101869534038465,Inf,1.04945322180626,-0.00774058860451352,"W10004_0612/PHK76",4,5
"97",97,26462.3650470618,31388.2529636225,31889.3104553549,32009.3588908675,26465.8887306029,30419.2318394116,0.0271403722089513,0.0944185280719689,Inf,1.07511207860085,-0.0163076654237501,"W10004_0171/PHK76",5,5
"98",98,26238.5627749406,30795.3672953431,31175.5822925621,32063.772715781,25599.4023360469,29889.5112533468,0.0255408078316798,0.0905235863107352,Inf,1.07482642995428,-0.0297067901233278,"W10004_0063/PHK76",6,5
"99",99,26330.5714489718,30872.0944402133,31111.2604246002,32270.2965060929,25223.416507997,29948.7309319776,0.0238596570110427,0.0934386452345088,1.43539193346029,1.0851562632439,-0.0403170727822739,"W10004_0101/PHK76",7,5
"100",100,27109.2971698113,32073.0100235849,31970.3851218553,33208.3258647799,26002.5164111635,30933.7929580108,0.0318471199905712,0.0970009355524564,1.85670033635928,1.05819277476428,-0.0385225136929203,"W10004_0970/PHK76",8,5
"101",101,26279.9850690381,31676.1705125205,32709.7160308916,33175.8555581559,25096.4248069272,30821.5296489296,0.0258735886980833,0.10628693822932,Inf,1.09618736633158,-0.0431094056196359,"W10004_0900/PHK76",9,5
"102",102,27641.0529959306,31950.7341783994,31391.5590065017,33371.6260816689,27045.7013424388,30816.5753890206,0.0310504070436515,0.0824668110080411,Inf,1.03928777680524,-0.0298315959935625,"W10004_0971/PHK76",10,5
"103",103,24767.789437944,28787.7227329712,30746.0183347263,30795.7486941078,23886.1593188466,28599.1110881148,0.00793400077590015,0.0846560859138263,Inf,1.13632571428013,-0.0376490880727872,"W10004_1084/PHK76",11,5
"104",104,25589.3779222963,29956.4866849807,31691.4832651231,31774.9961316365,25019.6076133879,29631.499780718,0.0104845348099178,0.0898971242804076,2.1099225366534,1.13571132010038,-0.0317169990582155,"W10004_0236/PHK76",12,5
"105",105,27078.3545349827,32041.6286372515,32027.1681774929,33293.9413532328,27013.7468823559,30902.7857360802,0.027884727752051,0.0966356111479102,2.52273038441558,1.0791368190868,-0.0220479514689164,"W10004_0757/PHK76",13,5
"106",106,26938.1476285905,32373.5965741006,31339.0613131024,33975.5266723924,27049.8569997137,30711.3822875878,0.0442951555987042,0.10236723732573,Inf,1.02362894792392,-0.0180687215056013,"W10004_0645/PHK76",14,5
"107",107,24569.1778992107,29817.4165615805,31244.8426976788,32827.2779879501,23365.3864368782,29022.3689468915,0.0257945011192402,0.101481946919051,Inf,1.09359901540349,-0.0410101653682987,"W10004_1004/PHK76",15,5
"108",108,24761.0150764592,29346.4653241439,32809.8810575059,33781.4057721301,23548.8587658841,29548.2369840883,0.00293310126257745,0.0907105603143755,2.33198655447834,1.16111844858978,-0.0434768917593137,"W10004_1105/PHK76",16,5
"109",109,23250.1785960298,26801.2253115411,30984.101509174,31221.7886530152,22368.106644123,27531.9704859863,-0.0139702869129573,0.077502910987789,Inf,1.21073253985515,-0.0339116679074848,"W10004_0614/PHK76",17,5
"110",110,23282.6256084293,26973.5773922007,31952.8125751589,31714.1227166008,21584.1992784745,27917.35298049,-0.0168844489835442,0.0791803448268865,Inf,1.2229328743652,-0.0495417135102842,"W10004_0768/PHK76",18,5
"111",111,23715.1114541712,27523.4870444364,31842.8526455987,32215.3619687613,22254.7203656617,28194.6242252008,-0.00862664598823054,0.0796286468017071,Inf,1.18833516347826,-0.0421361864887959,"W10004_0501/PHK76",19,5
"112",112,22764.8467148956,26993.2875948767,32212.9514943074,31374.8260199241,21430.4086812144,27880.8998260787,-0.0141942842068312,0.0912682002036675,1.82201349764286,1.22974968396731,-0.0413014791040728,"W10004_0969/PHK76",20,5
"113",113,23648.8435134354,27335.8214388905,30629.7446402774,31398.4747760763,22318.6631609361,27679.6481463135,-0.00338708690396881,0.0804265641073898,Inf,1.16978775522378,-0.0401598492686878,"W10004_0792/PHK76",21,5
"114",114,24598.5289348452,28161.1847130016,31696.2065096058,32845.3658421949,22945.2388813818,28607.8782007228,-0.00569712625855142,0.0748306336883387,Inf,1.16927160024764,-0.0474097644587212,"W10004_0624/PHK76",22,5
"115",115,24391.6307606885,28965.9579863039,34502.9178851255,34302.9003639953,21539.4548090567,29914.5869448992,-0.0119656766966049,0.0906401621466746,Inf,1.22146369524762,-0.0707925210297709,"W10004_0799/PHK76",23,5
"116",116,23836.8695181654,28219.7677918062,32034.5018294254,33468.3907755733,22733.3926822984,28548.8492629512,-0.00153948858017911,0.0919471780458433,Inf,1.18021015915944,-0.0389647261363293,"W10004_0680/PHK76",23,6
"117",117,24731.7041925466,29388.6132431233,34390.907109583,34474.2326974268,23013.0593944099,30138.0364080361,-0.00842921825907219,0.0919045321517805,Inf,1.21284422580885,-0.0503882959284886,"W10004_0784/PHK76",22,6
"118",118,24316.5191107849,29296.6355056887,30723.0357049232,32884.2150684213,23838.357468673,28587.0456071427,0.0229650298816729,0.0997700136343373,1.61769443387503,1.1022071501423,-0.0254041516884445,"TX714/TX779",21,6
"119",119,26043.4435451438,31432.795747034,31826.1929418862,33427.6545847577,26405.1103961392,30336.3152705239,0.0313503349427679,0.106537282792246,2.28631364580827,1.08035503335312,-0.0145278062132812,"W10004_0661/PHK76",20,6
"120",120,23830.3839597797,29751.7220014364,32919.7352645439,31680.1651424467,22757.661144362,29433.7756522796,0.0161326508186439,0.119041216323251,Inf,1.15692480170731,-0.039724219143569,"REDEAR/LH195",19,6
"121",121,25501.4673518742,30739.9270455462,32509.8547460701,32962.1980552197,24925.722541314,30158.8307238043,0.0201171382560744,0.104754718229511,3.4548568438057,1.11827205028853,-0.031692272265014,"W10004_0756/PHK76",18,6
"122",122,24417.455280616,28676.1601859474,30790.8701757784,30898.8729843591,23888.7265991962,28477.8442073627,0.00780771013783307,0.0907609168871404,1.89817991400408,1.1466714752776,-0.0287530499785834,"W10004_0814/PHK76",17,6
"123",123,28723.6857368317,32284.0053758138,29387.8631386861,33452.6167390018,29794.7359439732,30542.2327594452,0.0418692789727093,0.0697812821246239,1.4127358615953,0.977661925429388,0.00424751735068947,"W10004_0006/PHK76",16,6
"124",124,27189.6156580117,32130.4170204364,31135.0902359562,33058.549461941,26822.0090334683,30730.5040240924,0.0371110816209913,0.0984947406290037,2.15872378005324,1.04331915616473,-0.0255437999283105,"W10004_0119/PHK76",15,6
