<Phenotype>
taxa    data
Taxa	NDVI_Mean
W10004_0290/PHK76    0.737452874977526
W10004_0498/PHK76    0.738600899919652
W10004_0884/PHK76    0.763708852338844
W10004_0037/PHK76    0.735493372223562
W10004_0065/PHK76    0.759957872465429
W10004_0103/PHK76    0.765329219712099
W10004_1007/PHK76    0.717932756696429
W10004_0168/PHK76    0.748763362525333
W10004_0950/PHK76    0.752215084259339
F42/MO17    0.762770384165052
B14A/OH43    0.748668419068365
B14A/H95    0.743191371963666
B73/PHN82    0.764010016014958
2369/LH123HT    0.740953484859453
B37/H95    0.729915341198216
TX714/TX779    0.710847302254183
B37/MO17    0.758065751608932
W10004_0080/PHK76    0.780896289309418
W10004_1112/PHK76    0.782266279990189
W10004_0827/PHK76    0.742308974016486
B37/OH43    0.756607395453954
W10004_0079/PHK76    0.750615514415837
W10004_0264/PHK76    0.746296225122987
W10004_0062/PHK76    0.747173744119624
W10004_0199/PHK76    0.751322553994311
W10004_0632/PHK76    0.741883868383822
W10004_0649/PHK76    0.76039467764511
W10004_0949/PHK76    0.752512106198174
F42/H95    0.722771166145673
W10004_0041/PHK76    0.734681499435241
LH82/TX779    0.735974047111742
W10004_0389/PHK76    0.756774433313147
TX773/TX779    0.754305395695512
W10004_0782/PHK76    0.746449649286002
W10004_0879/PHK76    0.764554839773276
W10004_0179/PHK76    0.791871684732472
W10004_0430/PHK76    0.769422358733438
W10004_0741/PHK76    0.762471349100195
W10004_0822/PHK76    0.75251217801922
W10004_0271/PHK76    0.742904942188585
W10004_0892/PHK76    0.758664630681818
W10004_0966/PHK76    0.767816075054477
W10004_0732/PHK76    0.777465016205326
W10004_0798/PHK76    0.788352249256444
W10004_0078/PHK76    0.781270658333645
W10004_0129/PHK76    0.776686255817569
B73/PHN82    0.783133423220355
W10004_0631/PHK76    0.750847978240239
W10004_1018/PHK76    0.757876906104592
W10004_0256/PHK76    0.766553400298334
W10004_0688/PHK76    0.765117031420269
W10004_1140/PHK76    0.747496183364912
W10004_1001/PHK76    0.741746712898905
W10004_0715/PHK76    0.788614681668748
W10004_0220/PHK76    0.759924875996557
W10004_0008/PHK76    0.774996690119534
LH74/PHN82    0.759727121946083
W10004_0098/PHK76    0.760580442870859
W10004_0032/PHK76    0.765180026687204
W10004_0885/PHK76    0.780708927721213
B14A/H95    0.763012158177547
W10004_0093/PHK76    0.784803534191712
W10004_0776/PHK76    0.772008104733842
F42/OH43    0.775224425777753
B73/TX779    0.742108330822743
TX110/87916    0.751407148344568
B14A/MO17    0.740405084741408
B73/MO17    0.737172863830873
B73/PHM49    0.740779571121175
CG119/CG108    0.71066972197009
B37/OH43    0.738929941901267
F42/H95    0.777158623903053
TX777/LH195    0.80580803791996
W10004_0828/PHK76    0.795797322232327
W10004_0981/PHK76    0.774999151605647
W10004_0636/PHK76    0.781213191654492
LOCAL_CHECK    0.784842181392146
W10004_0110/PHK76    0.78021576393497
W10004_0733/PHK76    0.786188459895164
W10004_0465/PHK76    0.772073881199341
W10004_0774/PHK76    0.779018592024214
W10004_0047/PHK76    0.778884843466938
W10004_0687/PHK76    0.776770179112852
W10004_0852/PHK76    0.766986407691199
W10004_0014/PHK76    0.721755922379032
W10004_0667/PHK76    0.738789360953848
W10004_0684/PHK76    0.760963841968018
W10004_0409/PHK76    0.749655092056326
W10004_0291/PHK76    0.758285090677458
W10004_0691/PHK76    0.754048164254926
W10004_0189/PHK76    0.774878815458475
W10004_0932/PHK76    0.778272216561769
W10004_0231/PHK76    0.784167694627193
W10004_0487/PHK76    0.761450744447588
W10004_1052/PHK76    0.759950184574488
W10004_1080/PHK76    0.756122822394101
W10004_0618/PHK76    0.753164554938196
W10004_0851/PHK76    0.75656900946122
W10004_0673/PHK76    0.776308266725606
W10004_0612/PHK76    0.806313015457177
W10004_0171/PHK76    0.797125633104486
W10004_0063/PHK76    0.777458246416346
W10004_0101/PHK76    0.783183585000747
W10004_0970/PHK76    0.758704428120519
W10004_0900/PHK76    0.756936179638898
W10004_0971/PHK76    0.746534900985462
W10004_1084/PHK76    0.781574296413219
W10004_0236/PHK76    0.762457263584985
W10004_0757/PHK76    0.755997267387459
W10004_0645/PHK76    0.776018756109482
W10004_1004/PHK76    0.770874559966629
W10004_1105/PHK76    0.790739964808349
W10004_0614/PHK76    0.778252771753286
W10004_0768/PHK76    0.771854237945576
W10004_0501/PHK76    0.785142997023018
W10004_0969/PHK76    0.801748918611826
W10004_0792/PHK76    0.772326351806278
W10004_0624/PHK76    0.787803933186253
W10004_0799/PHK76    0.796352187377675
PHW52/PHN82    0.78545002513703
REDEAR/LH195    0.765585136557092
CG44/CGR01    0.736552020548603
LH74/PHN82    0.767891022914527
PHG39/PHN82    0.717267758047871
F42/H95    0.768587859879867
B73/PHM49    0.753779635214924
PHW52/PHM49    0.730855865688403
TX779/LH195    0.77379629006543
PHW52/PHN82    0.786183887230635
W10004_0680/PHK76    0.779279445340588
W10004_0784/PHK76    0.799018394866323
TX714/TX779    0.769504627115788
W10004_0661/PHK76    0.790497765640516
REDEAR/LH195    0.787868135985981
W10004_0756/PHK76    0.76374136283446
W10004_0814/PHK76    0.783405966009975
W10004_0006/PHK76    0.76206238997533
W10004_0119/PHK76    0.765873597387372
W10004_0178/PHK76    0.790417440997118
W10004_0922/PHK76    0.740972672048787
W10004_0974/PHK76    0.74824639664325
W10004_0702/PHK76    0.771214864959745
W10004_0010/PHK76    0.751841906685488
W10004_0212/PHK76    0.756828276295397
W10004_0896/PHK76    0.752124837377306
W10004_0203/PHK76    0.771407463540883
W10004_0346/PHK76    0.797937564537542
W10004_0787/PHK76    0.783870467037245
W10004_0116/PHK76    0.771000343431922
W10004_0396/PHK76    0.763365931287745
W10004_0637/PHK76    0.758308982552488
W10004_0745/PHK76    0.773066069946556
W10004_0505/PHK76    0.759096752513539
W10004_0097/PHK76    0.744722974430161
W10004_0467/PHK76    0.753089276904182
W10004_0807/PHK76    0.770249424941976
W10004_0963/PHK76    0.791715830045681
W10004_0217/PHK76    0.791038490027461
B73/MO17    0.758714889924797
PHG39/PHN82    0.715226303007733
W10004_0843/PHK76    0.76056308033775
W10004_0197/PHK76    0.765969643807828
TX110/87916    0.780868563050444
W10004_0474/PHK76    0.769455043018413
LH195/TX779    0.779049757608798
W10004_0306/PHK76    0.758092113274726
W10004_0943/PHK76    0.765647838816094
W10004_0309/PHK76    0.788794534344616
W10004_0427/PHK76    0.783070252004978
W10004_0819/PHK76    0.78609452175152
W10004_0192/PHK76    0.793467858388898
W10004_0996/PHK76    0.78916732986252
W10004_0783/PHK76    0.78432477999928
W10004_0840/PHK76    0.796805346612864
W10004_0848/PHK76    0.782110042424757
CG44/CGR01    0.762629064611486
F42/OH43    0.762203874478624
PHG39/PHN82    0.722090161989091
PHW52/PHM49    0.752771946615693
B14A/MO17    0.72463207997876
REDEAR/LH195    0.756891097145519
B37/MO17    0.723082925078775
B37/H95    0.720243081701807
TX779/LH195    0.769006259570608
TX110/87916    0.758686557654316
W10004_0707/PHK76    0.768167154781665
W10004_0935/PHK76    0.776778205659713
W10004_0073/PHK76    0.766391677239062
W10004_0914/PHK76    0.785622606801123
B37/MO17    0.767856431802461
W10004_0913/PHK76    0.742710734137744
W10004_0045/PHK76    0.776695782559025
TX777/LH195    0.797166085298543
W10004_0953/PHK76    0.781322937585455
F42/OH43    0.767970600506029
W10004_0115/PHK76    0.759031954838776
W10004_0806/PHK76    0.749754224312654
TX779/LH195    0.774793167127711
W10004_0224/PHK76    0.781599117796038
W10004_0068/PHK76    0.767396983881106
W10004_0403/PHK76    0.78675232341038
PHW52/PHN82    0.778572372710215
W10004_1063/PHK76    0.776020120810497
W10004_0965/PHK76    0.791768115477432
W10004_0760/PHK76    0.763073232414357
W10004_0154/PHK76    0.780028070530691
W10004_0729/PHK76    0.769312627119069
W10004_0795/PHK76    0.76053536000968
W10004_0092/PHK76    0.763778377604551
W10004_0381/PHK76    0.760363299820792
W10004_0837/PHK76    0.781080590314284
W10004_0830/PHK76    0.790748227604877
W10004_0800/PHK76    0.791793583053349
W10004_0650/PHK76    0.796286767079943
W10004_0095/PHK76    0.789893995234534
PHW52/PHM49    0.733440716758549
W10004_0754/PHK76    0.758726044172037
W10004_0292/PHK76    0.767110270640587
W10004_0727/PHK76    0.762831842682417
W10004_0930/PHK76    0.763010680792608
W10004_1002/PHK76    0.768874012993928
W10004_0194/PHK76    0.78184956841825
W10004_0383/PHK76    0.775046110975701
W10004_0106/PHK76    0.77956447421137
W10004_0148/PHK76    0.784423118087976
W10004_0380/PHK76    0.78337990025784
W10004_0916/PHK76    0.780030424392149
W10004_0704/PHK76    0.783107312989102
W10004_0877/PHK76    0.786219793775304
W10004_0751/PHK76    0.794392763223387
W10004_1037/PHK76    0.769560847332772
CG119/CG108    0.741142826129463
B73/PHN82    0.773227406196854
TX777/LH195    0.790026723856553
F42/MO17    0.744297478281853
B14A/OH43    0.734772452229771
2369/LH123HT    0.732631091838154
B73/MO17    0.719825718778236
B14A/H95    0.734686655804133
TX714/TX779    0.739155581062525
B73/TX779    0.732714004967791
B73/PHM49    0.766950787160565
W10004_0713/PHK76    0.779817016123391
W10004_0868/PHK76    0.772266068477027
W10004_0055/PHK76    0.759993429684886
W10004_0031/PHK76    0.781098838085803
W10004_0794/PHK76    0.783937570911056
B73/TX779    0.7515872451327
W10004_1020/PHK76    0.780634274272799
PB80/TX779    0.777941279868706
W10004_0140/PHK76    0.758814211578549
W10004_0242/PHK76    0.747597568141802
W10004_0685/PHK76    0.757534427966102
W10004_0646/PHK76    0.750850605867347
W10004_0070/PHK76    0.752297570151404
W10004_0982/PHK76    0.723133095280341
W10004_0815/PHK76    0.76474382537969
W10004_0928/PHK76    0.783814154239832
W10004_0644/PHK76    0.777151976463026
W10004_0149/PHK76    0.799453263589711
2369/LH123HT    0.77291620624116
W10004_0712/PHK76    0.771436829497849
B14A/OH43    0.746802110362139
W10004_1064/PHK76    0.750841236959111
W10004_0866/PHK76    0.756442080686946
W10004_0651/PHK76    0.759878199253058
W10004_0190/PHK76    0.778029281151164
W10004_0682/PHK76    0.774470412724772
W10004_0988/PHK76    0.798719859424333
W10004_0122/PHK76    0.792637513499861
W10004_0153/PHK76    0.781076181597269
W10004_0669/PHK76    0.750668289116423
W10004_0268/PHK76    0.758621220808475
W10004_0071/PHK76    0.762481613466051
W10004_0064/PHK76    0.7715348118878
W10004_0771/PHK76    0.74670716704636
F42/MO17    0.752134100031575
W10004_0818/PHK76    0.765204222707291
W10004_0059/PHK76    0.76410732829405
B14A/MO17    0.738807587308776
CG119/CG108    0.753690012377857
W10004_0836/PHK76    0.766746652146342
W10004_0476/PHK76    0.785946440456023
B37/H95    0.77966481052857
W10004_0802/PHK76    0.801233620029219
W10004_0099/PHK76    0.79081452886879
LH244/PHZ51    0.775534152784576
LH74/PHN82    0.773613654131007
B37/OH43    0.763852227432505
PHJ40/PHAJ0    0.791877902333241
PHB47/PHN82    0.7631559067546
LH195/PHN82    0.769011674569981
PHJ89/PH207    0.766402997414719
B73/MO17    0.773562814091973
LH244/PHN82    0.779238573685922
LH195/PHK76    0.793040005328784
TX779/LH195    0.79377835753176
W10004_1099/PHK76    0.800900160412478
CG44/CGR01    0.763497145136579
W10004_0847/PHK76    0.789729246014953
W10004_0914/PHK76    0.78377134183925
W10004_0834/PHK76    0.768742734888568
W10004_0412/PHK76    0.780294285054921
W10004_0935/PHK76    0.778256658236013
W10004_0018/PHK76    0.761627958289749
W10004_0723/PHK76    0.697071389096233
W10004_1156/PHK76    0.75676481241373
W10004_0885/PHK76    0.765637441289711
W10004_0697/PHK76    0.777234368299743
W10004_0121/PHK76    0.771199876694768
W10004_0166/PHK76    0.758895531099888
W10004_0658/PHK76    0.786632828349329
W10004_0200/PHK76    0.802174285762077
W10004_0039/PHK76    0.795975018389408
W10004_0951/PHK76    0.798397983010351
W10004_0161/PHK76    0.767987032866532
W10004_0035/PHK76    0.791801229014724
W10004_0185/PHK76    0.761117613437791
PB80/TX779    0.774293580955125
W10004_0362/PHK76    0.780306947751062
W10004_0913/PHK76    0.768996353022238
W10004_0667/PHK76    0.772294027300355
W10004_0774/PHK76    0.800018534785284
W10004_0628/PHK76    0.801110813909544
W10004_0412/PHK76    0.791123610276442
W10004_0308/PHK76    0.762903252067444
LH195/TX779    0.774501330821648
W10004_1002/PHK76    0.783063947791277
W10004_0844/PHK76    0.760166518416974
LH82/TX779    0.742824545070639
W10004_0152/PHK76    0.766224654885953
W10004_1011/PHK76    0.766998225946162
