<Phenotype>
taxa    data
Taxa	NDVI_Mean
W10004_0290/PHK76    0.585638071532067
W10004_0498/PHK76    0.547029733657837
W10004_0884/PHK76    0.616124018589031
W10004_0037/PHK76    0.609437280771684
W10004_0065/PHK76    0.660274079901183
W10004_0103/PHK76    0.659015862454758
W10004_1007/PHK76    0.624958317454268
W10004_0168/PHK76    0.561199359039762
W10004_0950/PHK76    0.533051858216653
F42/MO17    0.549226520004533
B14A/OH43    0.535929382324219
B14A/H95    0.506611188252767
B73/PHN82    0.485430004216042
2369/LH123HT    0.59670772435475
B37/H95    0.611442877129365
TX714/TX779    0.472477614277541
B37/MO17    0.606067486663363
W10004_0080/PHK76    0.553602618935667
W10004_1112/PHK76    0.544007947828886
W10004_0827/PHK76    0.576841422006593
B37/OH43    0.528645445171155
W10004_0079/PHK76    0.644323356181078
W10004_0264/PHK76    0.584136442931889
W10004_0062/PHK76    0.625856646195915
W10004_0199/PHK76    0.654163093292096
W10004_0632/PHK76    0.659337413467772
W10004_0649/PHK76    0.610478411365658
W10004_0949/PHK76    0.56359234052835
F42/H95    0.497254111550071
W10004_0041/PHK76    0.546358284701305
LH82/TX779    0.499129980277642
W10004_0389/PHK76    0.505846743181948
TX773/TX779    0.507146639437289
W10004_0782/PHK76    0.529529584642128
W10004_0879/PHK76    0.550601165566668
W10004_0179/PHK76    0.59546119864047
W10004_0430/PHK76    0.614079576857547
W10004_0741/PHK76    0.622102806874744
W10004_0822/PHK76    0.601757784839258
W10004_0271/PHK76    0.546792330267181
W10004_0892/PHK76    0.563708238630419
W10004_0966/PHK76    0.598522468008347
W10004_0732/PHK76    0.670948289845088
W10004_0798/PHK76    0.658212314904511
W10004_0078/PHK76    0.523436934859664
W10004_0129/PHK76    0.600655110677083
B73/PHN82    0.542106112352891
W10004_0631/PHK76    0.531215913699624
W10004_1018/PHK76    0.534826608649789
W10004_0256/PHK76    0.516231863839286
W10004_0688/PHK76    0.528363882777203
W10004_1140/PHK76    0.539756813369879
W10004_1001/PHK76    0.602386421820945
W10004_0715/PHK76    0.661154564818532
W10004_0220/PHK76    0.634081079070416
W10004_0008/PHK76    0.663810980432032
LH74/PHN82    0.635624506702162
W10004_0098/PHK76    0.594206873328529
W10004_0032/PHK76    0.628135076484003
W10004_0885/PHK76    0.554385187030957
B14A/H95    0.533315400819521
W10004_0093/PHK76    0.567149436257102
W10004_0776/PHK76    0.587062587453358
F42/OH43    0.64572219748378
B73/TX779    0.622098990224136
TX110/87916    0.501442967512924
B14A/MO17    0.607393940083927
B73/MO17    0.554792354360128
B73/PHM49    0.529806209395879
CG119/CG108    0.599018074873555
B37/OH43    0.508282080425039
F42/H95    0.508320729666894
TX777/LH195    0.545114390599906
W10004_0828/PHK76    0.557542530310608
W10004_0981/PHK76    0.536177179420808
W10004_0636/PHK76    0.544500122574319
LOCAL_CHECK    0.58780999483967
W10004_0110/PHK76    0.59141051094487
W10004_0733/PHK76    0.63931643642664
W10004_0465/PHK76    0.657164021261288
W10004_0774/PHK76    0.634910317354424
W10004_0047/PHK76    0.648695357110626
W10004_0687/PHK76    0.635324816268966
W10004_0852/PHK76    0.60352219080166
W10004_0014/PHK76    0.532502469960709
W10004_0667/PHK76    0.548008555222405
W10004_0684/PHK76    0.561241492334773
W10004_0409/PHK76    0.545363432131939
W10004_0291/PHK76    0.497683408048868
W10004_0691/PHK76    0.509380286009631
W10004_0189/PHK76    0.548978753992029
W10004_0932/PHK76    0.576310547516631
W10004_0231/PHK76    0.655213863525743
W10004_0487/PHK76    0.647743147874798
W10004_1052/PHK76    0.524196297675006
W10004_1080/PHK76    0.578387429632359
W10004_0618/PHK76    0.570179608639762
W10004_0851/PHK76    0.511555257627249
W10004_0673/PHK76    0.590330714159821
W10004_0612/PHK76    0.593898073999694
W10004_0171/PHK76    0.579211067920399
W10004_0063/PHK76    0.525999784469604
W10004_0101/PHK76    0.546225740079239
W10004_0970/PHK76    0.460948198361504
W10004_0900/PHK76    0.468632077707828
W10004_0971/PHK76    0.58236825594338
W10004_1084/PHK76    0.572098019248561
W10004_0236/PHK76    0.576853623794966
W10004_0757/PHK76    0.5895430413008
W10004_0645/PHK76    0.600573409997763
W10004_1004/PHK76    0.613026616411672
W10004_1105/PHK76    0.646943736790459
W10004_0614/PHK76    0.643403189745356
W10004_0768/PHK76    0.643743292064782
W10004_0501/PHK76    0.649795583951271
W10004_0969/PHK76    0.609587388231575
W10004_0792/PHK76    0.563164773248817
W10004_0624/PHK76    0.489368655817295
W10004_0799/PHK76    0.545890230121035
PHW52/PHN82    0.587869005226911
REDEAR/LH195    0.547910695710871
CG44/CGR01    0.549065784015487
LH74/PHN82    0.550302919073821
PHG39/PHN82    0.533819452032343
F42/H95    0.560530394111127
B73/PHM49    0.555435459448272
PHW52/PHM49    0.589805264778325
TX779/LH195    0.547077899615771
PHW52/PHN82    0.565610015637696
W10004_0680/PHK76    0.596543487606736
W10004_0784/PHK76    0.591364389742168
TX714/TX779    0.482625897725423
W10004_0661/PHK76    0.6111786034689
REDEAR/LH195    0.656977946204169
W10004_0756/PHK76    0.621250454733508
W10004_0814/PHK76    0.683340585632754
W10004_0006/PHK76    0.664367759538571
W10004_0119/PHK76    0.659873907800301
W10004_0178/PHK76    0.663009667345854
W10004_0922/PHK76    0.59537467015536
W10004_0974/PHK76    0.625015323499788
W10004_0702/PHK76    0.60858569995777
W10004_0010/PHK76    0.624181452593301
W10004_0212/PHK76    0.533155139447864
W10004_0896/PHK76    0.539089577039441
W10004_0203/PHK76    0.547654167054191
W10004_0346/PHK76    0.573426506205801
W10004_0787/PHK76    0.56312367193862
W10004_0116/PHK76    0.519954974834736
W10004_0396/PHK76    0.572366394452601
W10004_0637/PHK76    0.499621215479334
W10004_0745/PHK76    0.57587913729791
W10004_0505/PHK76    0.503656005859375
W10004_0097/PHK76    0.559954406916226
W10004_0467/PHK76    0.594301733640161
W10004_0807/PHK76    0.55001024757758
W10004_0963/PHK76    0.572122008357216
W10004_0217/PHK76    0.572397850684198
B73/MO17    0.558992615797216
PHG39/PHN82    0.595435270847935
W10004_0843/PHK76    0.561576696228419
W10004_0197/PHK76    0.548182736803016
TX110/87916    0.64425881202455
W10004_0474/PHK76    0.61732477223651
LH195/TX779    0.653966830138376
W10004_0306/PHK76    0.64479942773085
W10004_0943/PHK76    0.652683931079676
W10004_0309/PHK76    0.705790004298139
W10004_0427/PHK76    0.702343429998041
W10004_0819/PHK76    0.669392289847557
W10004_0192/PHK76    0.705064515381764
W10004_0996/PHK76    0.691899668303094
W10004_0783/PHK76    0.582860640825811
W10004_0840/PHK76    0.557921818324498
W10004_0848/PHK76    0.606011953821508
CG44/CGR01    0.605037719866712
F42/OH43    0.60739220966559
PHG39/PHN82    0.536000420065487
PHW52/PHM49    0.565141905803115
B14A/MO17    0.564967846823582
REDEAR/LH195    0.55507500447686
B37/MO17    0.5701488067316
B37/H95    0.486964289347331
TX779/LH195    0.553937442338646
TX110/87916    0.611485419313411
W10004_0707/PHK76    0.573737194712119
W10004_0935/PHK76    0.579856853720583
W10004_0073/PHK76    0.564111487453721
W10004_0914/PHK76    0.712595312165131
B37/MO17    0.642467226160829
W10004_0913/PHK76    0.671299159073147
W10004_0045/PHK76    0.694659019315812
TX777/LH195    0.759981292648883
W10004_0953/PHK76    0.664862287181898
F42/OH43    0.621563830155652
W10004_0115/PHK76    0.597919830985005
W10004_0806/PHK76    0.559666675013355
TX779/LH195    0.57691886655746
W10004_0224/PHK76    0.563041432217825
W10004_0068/PHK76    0.558154191476771
W10004_0403/PHK76    0.587428242565437
PHW52/PHN82    0.600214823738473
W10004_1063/PHK76    0.574136918734503
W10004_0965/PHK76    0.543136682403222
W10004_0760/PHK76    0.599839632822184
W10004_0154/PHK76    0.650669493193241
W10004_0729/PHK76    0.549851784339318
W10004_0795/PHK76    0.498435909190076
W10004_0092/PHK76    0.517389516361424
W10004_0381/PHK76    0.581782400157196
W10004_0837/PHK76    0.585159875850866
W10004_0830/PHK76    0.522654178368784
W10004_0800/PHK76    0.569949636982463
W10004_0650/PHK76    0.571803716965664
W10004_0095/PHK76    0.545029614864503
PHW52/PHM49    0.505965742484602
W10004_0754/PHK76    0.538535646532403
W10004_0292/PHK76    0.57120916930544
W10004_0727/PHK76    0.602178151983964
W10004_0930/PHK76    0.592950239399737
W10004_1002/PHK76    0.656108741377508
W10004_0194/PHK76    0.635633575937925
W10004_0383/PHK76    0.659825289209766
W10004_0106/PHK76    0.650840625749221
W10004_0148/PHK76    0.71219865717345
W10004_0380/PHK76    0.706168906734615
W10004_0916/PHK76    0.67207426712699
W10004_0704/PHK76    0.668466180031398
W10004_0877/PHK76    0.590843422392495
W10004_0751/PHK76    0.635249528200817
W10004_1037/PHK76    0.609776929001197
CG119/CG108    0.533550880382694
B73/PHN82    0.637321627869898
TX777/LH195    0.636654564642137
F42/MO17    0.472195716000428
B14A/OH43    0.553493551034665
2369/LH123HT    0.585243409382548
B73/MO17    0.57644214930636
B14A/H95    0.612692767309274
TX714/TX779    0.47545850986971
B73/TX779    0.565527469825049
B73/PHM49    0.606025704894219
W10004_0713/PHK76    0.631757520766327
W10004_0868/PHK76    0.646398854892567
W10004_0055/PHK76    0.626144913007628
W10004_0031/PHK76    0.71427370186288
W10004_0794/PHK76    0.725271605632161
B73/TX779    0.690020549134891
W10004_1020/PHK76    0.676342405688019
PB80/TX779    0.709016382511096
W10004_0140/PHK76    0.656399267611259
W10004_0242/PHK76    0.642782039345855
W10004_0685/PHK76    0.602086571202669
W10004_0646/PHK76    0.593123496210811
W10004_0070/PHK76    0.585464175227288
W10004_0982/PHK76    0.546482966496394
W10004_0815/PHK76    0.568855822925836
W10004_0928/PHK76    0.628342578544126
W10004_0644/PHK76    0.640832452336583
W10004_0149/PHK76    0.649754949130326
2369/LH123HT    0.598858088620452
W10004_0712/PHK76    0.565356672454138
B14A/OH43    0.551953919079839
W10004_1064/PHK76    0.50474151324329
W10004_0866/PHK76    0.584293295022366
W10004_0651/PHK76    0.554585482425617
W10004_0190/PHK76    0.550786150964219
W10004_0682/PHK76    0.597659084724238
W10004_0988/PHK76    0.624028979021681
W10004_0122/PHK76    0.615945565420232
W10004_0153/PHK76    0.579378346305581
W10004_0669/PHK76    0.543736625719113
W10004_0268/PHK76    0.603413107407153
W10004_0071/PHK76    0.603800251598209
W10004_0064/PHK76    0.60663390427493
W10004_0771/PHK76    0.65868743163665
F42/MO17    0.638156189460766
W10004_0818/PHK76    0.688569748282034
W10004_0059/PHK76    0.6928383724184
B14A/MO17    0.684634448477693
CG119/CG108    0.590243959526986
W10004_0836/PHK76    0.68517495915874
W10004_0476/PHK76    0.650497598054641
B37/H95    0.557038988737694
W10004_0802/PHK76    0.616765998391544
W10004_0099/PHK76    0.650061814432409
LH244/PHZ51    0.605688254149877
LH74/PHN82    0.543345724889474
B37/OH43    0.622618485739643
PHJ40/PHAJ0    0.556724065466772
PHB47/PHN82    0.59775748335877
LH195/PHN82    0.563275367319813
PHJ89/PH207    0.560325558012109
B73/MO17    0.603758682872557
LH244/PHN82    0.603304401133795
LH195/PHK76    0.646114484495324
