,Pedigree,QGIS_rows,QGIS_range,PlotID,Date,Phenotype,Value,date,doy,gdd
761,W10004_0344 X PHK76,2,2_17,482,2020-06-19,NDVI,0.359235309183382,200619,171,248.52
762,W10004_0691 X PHP02,30,30_18,511,2020-06-19,NDVI,0.381354510081321,200619,171,248.52
763,TX779 X LH195,29,29_18,512,2020-06-19,NDVI,0.406279159484325,200619,171,248.52
764,W10004_0055 X PHP02,28,28_18,513,2020-06-19,NDVI,0.396643465641912,200619,171,248.52
765,W10004_0974 X PHP02,27,27_18,514,2020-06-19,NDVI,0.374065085147444,200619,171,248.52
766,W10004_0008 X PHP02,26,26_18,515,2020-06-19,NDVI,0.382620340773401,200619,171,248.52
767,W10004_0476 X PHK76,14,14_17,494,2020-06-19,NDVI,0.397844326547267,200619,171,248.52
768,W10004_0276 X PHK76,5,5_17,485,2020-06-19,NDVI,0.381042004177235,200619,171,248.52
769,W10004_0007 X PHK76,15,15_17,495,2020-06-19,NDVI,0.392361878620622,200619,171,248.52
770,W10004_0199 X PHK76,6,6_16,475,2020-06-19,NDVI,0.362893057851866,200619,171,248.52
771,W10004_0682 X PHK76,17,17_17,497,2020-06-19,NDVI,0.435013021110305,200619,171,248.52
772,W10004_0055 X PHK76,7,7_16,474,2020-06-19,NDVI,0.372429500652322,200619,171,248.52
773,W10004_1117 X PHK76,5,5_16,476,2020-06-19,NDVI,0.375581010110283,200619,171,248.52
774,W10004_0953 X PHK76,4,4_16,477,2020-06-19,NDVI,0.361692869202582,200619,171,248.52
775,B37 X OH43,3,3_16,478,2020-06-19,NDVI,0.367172730816396,200619,171,248.52
776,W10004_0834 X PHK76,2,2_16,479,2020-06-19,NDVI,0.35561855735298,200619,171,248.52
777,W10004_0736 X PHK76,1,1_16,480,2020-06-19,NDVI,0.369397696867104,200619,171,248.52
778,W10004_0886 X PHP02,30,30_17,510,2020-06-19,NDVI,0.388270664140412,200619,171,248.52
779,W10004_0148 X PHP02,29,29_17,509,2020-06-19,NDVI,0.412095984471582,200619,171,248.52
780,W10004_0291 X PHP02,28,28_17,508,2020-06-19,NDVI,0.404073548897492,200619,171,248.52
781,W10004_0258 X PHP02,27,27_17,507,2020-06-19,NDVI,0.385279316612871,200619,171,248.52
782,W10004_0309 X PHP02,26,26_17,506,2020-06-19,NDVI,0.372634357353707,200619,171,248.52
783,W10004_0381 X PHP02,25,25_17,505,2020-06-19,NDVI,0.435695940517014,200619,171,248.52
784,W10004_0026 X PHP02,24,24_17,504,2020-06-19,NDVI,0.405037087496576,200619,171,248.52
785,W10004_0751 X PHP02,23,23_17,503,2020-06-19,NDVI,0.450268961934003,200619,171,248.52
786,W10004_0900 X PHP02,22,22_17,502,2020-06-19,NDVI,0.407999306025827,200619,171,248.52
787,W10004_1063 X PHP02,21,21_17,501,2020-06-19,NDVI,0.387162861906729,200619,171,248.52
788,W10004_0221 X PHK76,20,20_17,500,2020-06-19,NDVI,0.324928785582453,200619,171,248.52
789,W10004_0106 X PHK76,19,19_17,499,2020-06-19,NDVI,0.353571502794751,200619,171,248.52
790,W10004_0951 X PHK76,18,18_17,498,2020-06-19,NDVI,0.389867982596901,200619,171,248.52
791,W10004_0950 X PHK76,16,16_17,496,2020-06-19,NDVI,0.437699784538861,200619,171,248.52
792,CG44 X CGR01,25,25_18,516,2020-06-19,NDVI,0.434258534974848,200619,171,248.52
793,W10004_0147 X PHP02,3,3_18,538,2020-06-19,NDVI,0.367219249680893,200619,171,248.52
794,W10004_0225 X PHP02,23,23_18,518,2020-06-19,NDVI,0.442784767905857,200619,171,248.52
795,W10004_0394 X PHP02,27,27_19,567,2020-06-19,NDVI,0.398661507202442,200619,171,248.52
796,W10004_1117 X PHP02,26,26_19,566,2020-06-19,NDVI,0.396989727191081,200619,171,248.52
797,W10004_0093 X PHP02,25,25_19,565,2020-06-19,NDVI,0.442901788395084,200619,171,248.52
798,W10004_0045 X PHP02,24,24_19,564,2020-06-19,NDVI,0.424119863892318,200619,171,248.52
799,W10004_0680 X PHP02,23,23_19,563,2020-06-19,NDVI,0.452608229108802,200619,171,248.52
800,W10004_0256 X PHP02,22,22_19,562,2020-06-19,NDVI,0.420742343663543,200619,171,248.52
801,W10004_0940 X PHP02,21,21_19,561,2020-06-19,NDVI,0.403560258033298,200619,171,248.52
802,W10004_0799 X PHP02,20,20_19,560,2020-06-19,NDVI,0.348421603245897,200619,171,248.52
803,W10004_0639 X PHP02,19,19_19,559,2020-06-19,NDVI,0.341903502630769,200619,171,248.52
804,B37 X OH43,18,18_19,558,2020-06-19,NDVI,0.386575565047559,200619,171,248.52
805,CG119 X CG108,17,17_19,557,2020-06-19,NDVI,0.440868081679145,200619,171,248.52
806,W10004_0756 X PHP02,16,16_19,556,2020-06-19,NDVI,0.435740586482618,200619,171,248.52
807,W10004_0669 X PHP02,15,15_19,555,2020-06-19,NDVI,0.410289268937325,200619,171,248.52
808,W10004_0505 X PHP02,14,14_19,554,2020-06-19,NDVI,0.398252696311364,200619,171,248.52
809,W10004_0997 X PHP02,13,13_19,553,2020-06-19,NDVI,0.373057115345288,200619,171,248.52
810,W10004_1104 X PHP02,12,12_19,552,2020-06-19,NDVI,0.361429992531591,200619,171,248.52
811,W10004_0729 X PHP02,11,11_19,551,2020-06-19,NDVI,0.328934712802173,200619,171,248.52
812,W10004_0396 X PHK76,8,8_16,473,2020-06-19,NDVI,0.378093178036804,200619,171,248.52
813,W10004_0866 X PHP02,9,9_19,549,2020-06-19,NDVI,0.404366133197219,200619,171,248.52
814,W10004_0695 X PHP02,28,28_19,568,2020-06-19,NDVI,0.401063849568584,200619,171,248.52
815,W10004_1123 X PHP02,29,29_19,569,2020-06-19,NDVI,0.394085659254313,200619,171,248.52
816,W10004_0746 X PHP02,30,30_19,570,2020-06-19,NDVI,0.385590204063229,200619,171,248.52
817,W10004_0178 X PHP02,1,1_18,540,2020-06-19,NDVI,0.379759189327981,200619,171,248.52
818,W10004_0179 X PHP02,22,22_18,519,2020-06-19,NDVI,0.421079273532762,200619,171,248.52
819,W10004_0106 X PHP02,21,21_18,520,2020-06-19,NDVI,0.388811447275154,200619,171,248.52
820,W10004_0687 X PHP02,20,20_18,521,2020-06-19,NDVI,0.351538532132228,200619,171,248.52
821,W10004_1080 X PHP02,19,19_18,522,2020-06-19,NDVI,0.337281466670057,200619,171,248.52
822,W10004_0830 X PHP02,18,18_18,523,2020-06-19,NDVI,0.38299971553654,200619,171,248.52
823,W10004_0956 X PHP02,17,17_18,524,2020-06-19,NDVI,0.430285778687744,200619,171,248.52
824,W10004_0200 X PHP02,16,16_18,525,2020-06-19,NDVI,0.437680906556455,200619,171,248.52
825,B14A X MO17,15,15_18,526,2020-06-19,NDVI,0.39397518449018,200619,171,248.52
826,W10004_0792 X PHP02,14,14_18,527,2020-06-19,NDVI,0.399428007491199,200619,171,248.52
827,W10004_0189 X PHP02,24,24_18,517,2020-06-19,NDVI,0.407157435519279,200619,171,248.52
828,W10004_0654 X PHP02,13,13_18,528,2020-06-19,NDVI,0.368717245051569,200619,171,248.52
829,W10004_0975 X PHP02,11,11_18,530,2020-06-19,NDVI,0.379514726206255,200619,171,248.52
830,W10004_0714 X PHP02,10,10_18,531,2020-06-19,NDVI,0.388536190718537,200619,171,248.52
831,W10004_0965 X PHP02,9,9_18,532,2020-06-19,NDVI,0.400660836856233,200619,171,248.52
832,W10004_0132 X PHP02,8,8_18,533,2020-06-19,NDVI,0.401629293910703,200619,171,248.52
833,PB80 X TX779,7,7_18,534,2020-06-19,NDVI,0.396933441883908,200619,171,248.52
834,W10004_0336 X PHP02,6,6_18,535,2020-06-19,NDVI,0.364321310357402,200619,171,248.52
835,W10004_0840 X PHP02,5,5_18,536,2020-06-19,NDVI,0.400047393504577,200619,171,248.52
836,W10004_0644 X PHP02,4,4_18,537,2020-06-19,NDVI,0.370693958972159,200619,171,248.52
837,TX773 X TX779,2,2_18,539,2020-06-19,NDVI,0.3652987180769,200619,171,248.52
838,W10004_0684 X PHP02,12,12_18,529,2020-06-19,NDVI,0.381855621324884,200619,171,248.52
839,W10004_0807 X PHP02,10,10_19,550,2020-06-19,NDVI,0.375176324248453,200619,171,248.52
840,W10004_0673 X PHK76,24,24_15,444,2020-06-19,NDVI,0.382709681375826,200619,171,248.52
841,W10004_0474 X PHK76,10,10_16,471,2020-06-19,NDVI,0.400442697839055,200619,171,248.52
842,W10004_0771 X PHK76,18,18_14,403,2020-06-19,NDVI,0.384457614760525,200619,171,248.52
843,W10004_0991 X PHK76,17,17_14,404,2020-06-19,NDVI,0.419789313848551,200619,171,248.52
844,W10004_0940 X PHK76,16,16_14,405,2020-06-19,NDVI,0.44104704198152,200619,171,248.52
845,W10004_0498 X PHK76,15,15_14,406,2020-06-19,NDVI,0.440554545750226,200619,171,248.52
846,W10004_0168 X PHK76,13,13_14,408,2020-06-19,NDVI,0.401945424365853,200619,171,248.52
847,LH195 X TX779,12,12_14,409,2020-06-19,NDVI,0.407607173648857,200619,171,248.52
848,W10004_0026 X PHK76,11,11_14,410,2020-06-19,NDVI,0.395654677286808,200619,171,248.52
849,W10004_0756 X PHK76,10,10_14,411,2020-06-19,NDVI,0.405875182647607,200619,171,248.52
850,W10004_0774 X PHK76,9,9_14,412,2020-06-19,NDVI,0.387460305917488,200619,171,248.52
851,W10004_0190 X PHK76,8,8_14,413,2020-06-19,NDVI,0.374026297946627,200619,171,248.52
852,W10004_0818 X PHK76,7,7_14,414,2020-06-19,NDVI,0.388723719533795,200619,171,248.52
853,W10004_0011 X PHK76,6,6_14,415,2020-06-19,NDVI,0.39670616322963,200619,171,248.52
854,F42 X MO17,5,5_14,416,2020-06-19,NDVI,0.372650552440343,200619,171,248.52
855,W10004_0746 X PHK76,4,4_14,417,2020-06-19,NDVI,0.361773918117705,200619,171,248.52
856,W10004_0776 X PHK76,3,3_14,418,2020-06-19,NDVI,0.36529243885548,200619,171,248.52
857,W10004_0261 X PHK76,2,2_14,419,2020-06-19,NDVI,0.371101998161024,200619,171,248.52
858,W10004_1000 X PHK76,1,1_14,420,2020-06-19,NDVI,0.385347999984758,200619,171,248.52
859,W10004_0782 X PHK76,30,30_15,450,2020-06-19,NDVI,0.381863915365825,200619,171,248.52
860,W10004_0097 X PHK76,29,29_15,449,2020-06-19,NDVI,0.421086560214972,200619,171,248.52
861,W10004_0154 X PHK76,19,19_14,402,2020-06-19,NDVI,0.373381427269217,200619,171,248.52
862,W10004_1037 X PHK76,20,20_14,401,2020-06-19,NDVI,0.383455849087685,200619,171,248.52
863,W10004_0306 X PHK76,21,21_14,400,2020-06-19,NDVI,0.385842284561942,200619,171,248.52
864,PHW52 X PHM49,22,22_14,399,2020-06-19,NDVI,0.410715942971518,200619,171,248.52
865,W10004_0098 X PHK76,10,10_13,370,2020-06-19,NDVI,0.396072369302097,200619,171,248.52
866,W10004_0981 X PHP02,8,8_19,548,2020-06-19,NDVI,0.403787667098888,200619,171,248.52
867,W10004_0064 X PHK76,11,11_13,371,2020-06-19,NDVI,0.387714888787782,200619,171,248.52
868,W10004_0389 X PHK76,9,9_13,369,2020-06-19,NDVI,0.385388444515971,200619,171,248.52
869,W10004_0637 X PHK76,8,8_13,368,2020-06-19,NDVI,0.371867605501475,200619,171,248.52
870,W10004_0826 X PHK76,7,7_13,367,2020-06-19,NDVI,0.364874597308669,200619,171,248.52
871,W10004_0076 X PHK76,6,6_13,366,2020-06-19,NDVI,0.365363643012359,200619,171,248.52
872,W10004_0129 X PHK76,5,5_13,365,2020-06-19,NDVI,0.359914421285402,200619,171,248.52
873,W10004_0152 X PHK76,4,4_13,364,2020-06-19,NDVI,0.352705236691212,200619,171,248.52
874,W10004_0807 X PHK76,28,28_15,448,2020-06-19,NDVI,0.399394738217509,200619,171,248.52
875,W10004_0262 X PHK76,3,3_13,363,2020-06-19,NDVI,0.356814324633238,200619,171,248.52
876,W10004_0650 X PHK76,1,1_13,361,2020-06-19,NDVI,0.375088424963229,200619,171,248.52
877,W10004_0970 X PHK76,30,30_14,391,2020-06-19,NDVI,0.403510223556481,200619,171,248.52
878,W10004_0327 X PHK76,29,29_14,392,2020-06-19,NDVI,0.415870840283904,200619,171,248.52
879,W10004_1156 X PHK76,28,28_14,393,2020-06-19,NDVI,0.38591381380549,200619,171,248.52
880,W10004_0799 X PHK76,27,27_14,394,2020-06-19,NDVI,0.379799088975107,200619,171,248.52
881,W10004_0072 X PHK76,26,26_14,395,2020-06-19,NDVI,0.389945878898688,200619,171,248.52
882,W10004_0014 X PHK76,25,25_14,396,2020-06-19,NDVI,0.411247402890022,200619,171,248.52
883,W10004_0877 X PHK76,24,24_14,397,2020-06-19,NDVI,0.408332868138052,200619,171,248.52
884,W10004_0601 X PHK76,23,23_14,398,2020-06-19,NDVI,0.443222807236653,200619,171,248.52
885,W10004_0712 X PHK76,2,2_13,362,2020-06-19,NDVI,0.362071369919633,200619,171,248.52
886,W10004_0608 X PHK76,9,9_16,472,2020-06-19,NDVI,0.40361662889285,200619,171,248.52
887,W10004_0837 X PHK76,27,27_15,447,2020-06-19,NDVI,0.380793309172383,200619,171,248.52
888,W10004_0236 X PHK76,25,25_15,445,2020-06-19,NDVI,0.433757464676679,200619,171,248.52
889,W10004_0078 X PHK76,29,29_16,452,2020-06-19,NDVI,0.416873089722886,200619,171,248.52
890,W10004_0713 X PHK76,28,28_16,453,2020-06-19,NDVI,0.402778979158118,200619,171,248.52
891,W10004_0006 X PHK76,27,27_16,454,2020-06-19,NDVI,0.389344842875987,200619,171,248.52
892,W10004_0424 X PHK76,26,26_16,455,2020-06-19,NDVI,0.402058291047136,200619,171,248.52
893,W10004_0626 X PHK76,25,25_16,456,2020-06-19,NDVI,0.419053053646702,200619,171,248.52
894,W10004_0147 X PHK76,24,24_16,457,2020-06-19,NDVI,0.397177921551474,200619,171,248.52
895,W10004_0651 X PHK76,23,23_16,458,2020-06-19,NDVI,0.445482356288791,200619,171,248.52
896,W10004_1081 X PHK76,22,22_16,459,2020-06-19,NDVI,0.412546127020972,200619,171,248.52
897,W10004_0789 X PHK76,21,21_16,460,2020-06-19,NDVI,0.396139071389633,200619,171,248.52
898,W10004_0792 X PHK76,20,20_16,461,2020-06-19,NDVI,0.35241741741014,200619,171,248.52
899,W10004_0602 X PHK76,19,19_16,462,2020-06-19,NDVI,0.349975643362969,200619,171,248.52
900,W10004_0430 X PHK76,18,18_16,463,2020-06-19,NDVI,0.387297075409421,200619,171,248.52
901,W10004_0192 X PHK76,17,17_16,464,2020-06-19,NDVI,0.426211875686128,200619,171,248.52
902,W10004_0256 X PHK76,16,16_16,465,2020-06-19,NDVI,0.454635432260239,200619,171,248.52
903,W10004_0819 X PHK76,15,15_16,466,2020-06-19,NDVI,0.411725470681378,200619,171,248.52
904,W10004_0393 X PHK76,14,14_16,467,2020-06-19,NDVI,0.399585358687741,200619,171,248.52
905,W10004_0238 X PHK76,13,13_16,468,2020-06-19,NDVI,0.382099806267008,200619,171,248.52
906,W10004_0220 X PHK76,12,12_16,469,2020-06-19,NDVI,0.387513348825931,200619,171,248.52
907,W10004_0884 X PHK76,11,11_16,470,2020-06-19,NDVI,0.41078274479977,200619,171,248.52
908,W10004_0667 X PHK76,30,30_16,451,2020-06-19,NDVI,0.378204385502033,200619,171,248.52
909,W10004_0866 X PHK76,1,1_15,421,2020-06-19,NDVI,0.388312200792536,200619,171,248.52
910,W10004_0894 X PHK76,2,2_15,422,2020-06-19,NDVI,0.36654238538023,200619,171,248.52
911,W10004_0079 X PHK76,3,3_15,423,2020-06-19,NDVI,0.361743222643756,200619,171,248.52
912,W10004_1004 X PHK76,23,23_15,443,2020-06-19,NDVI,0.446267795263603,200619,171,248.52
913,W10004_0982 X PHK76,22,22_15,442,2020-06-19,NDVI,0.423596318225967,200619,171,248.52
914,W10004_0160 X PHK76,21,21_15,441,2020-06-19,NDVI,0.382879395706818,200619,171,248.52
915,W10004_1123 X PHK76,20,20_15,440,2020-06-19,NDVI,0.383746215456963,200619,171,248.52
916,W10004_0675 X PHK76,19,19_15,439,2020-06-19,NDVI,0.374738473486195,200619,171,248.52
917,B14A X OH43,18,18_15,438,2020-06-19,NDVI,0.394760724869251,200619,171,248.52
918,W10004_0741 X PHK76,17,17_15,437,2020-06-19,NDVI,0.410235373107249,200619,171,248.52
919,W10004_0688 X PHK76,16,16_15,436,2020-06-19,NDVI,0.444693525613908,200619,171,248.52
920,W10004_0417 X PHK76,15,15_15,435,2020-06-19,NDVI,0.430752878613195,200619,171,248.52
921,PB80 X TX779,26,26_15,446,2020-06-19,NDVI,0.385816555305265,200619,171,248.52
922,W10004_0938 X PHK76,14,14_15,434,2020-06-19,NDVI,0.405464098746514,200619,171,248.52
923,W10004_0956 X PHK76,12,12_15,432,2020-06-19,NDVI,0.392019251672585,200619,171,248.52
924,CG44 X CGR01,11,11_15,431,2020-06-19,NDVI,0.394399136004154,200619,171,248.52
925,W10004_0636 X PHK76,10,10_15,430,2020-06-19,NDVI,0.399383651998751,200619,171,248.52
926,W10004_0616 X PHK76,9,9_15,429,2020-06-19,NDVI,0.400944558356783,200619,171,248.52
927,B37 X H95,8,8_15,428,2020-06-19,NDVI,0.376799430477058,200619,171,248.52
928,W10004_0717 X PHK76,7,7_15,427,2020-06-19,NDVI,0.383439254937122,200619,171,248.52
929,W10004_0087 X PHK76,6,6_15,426,2020-06-19,NDVI,0.381757265183356,200619,171,248.52
930,W10004_0189 X PHK76,5,5_15,425,2020-06-19,NDVI,0.371656940996071,200619,171,248.52
931,W10004_1118 X PHK76,4,4_15,424,2020-06-19,NDVI,0.353591723555355,200619,171,248.52
932,W10004_0996 X PHK76,13,13_15,433,2020-06-19,NDVI,0.396573957700133,200619,171,248.52
933,W10004_0362 X PHP02,7,7_19,547,2020-06-19,NDVI,0.388576284527511,200619,171,248.52
934,W10004_0112 X PHP02,4,4_22,657,2020-06-19,NDVI,0.37390826901737,200619,171,248.52
935,W10004_0253 X PHP02,5,5_19,545,2020-06-19,NDVI,0.388314096509003,200619,171,248.52
936,W10004_0119 X PHP02,7,7_23,667,2020-06-19,NDVI,0.394520658505891,200619,171,248.52
937,W10004_0843 X PHP02,6,6_23,666,2020-06-19,NDVI,0.379528194597747,200619,171,248.52
938,W10004_0734 X PHP02,5,5_23,665,2020-06-19,NDVI,0.381475040916602,200619,171,248.52
939,W10004_0383 X PHP02,4,4_23,664,2020-06-19,NDVI,0.382800263351113,200619,171,248.52
940,W10004_0395 X PHP02,3,3_23,663,2020-06-19,NDVI,0.367394726211699,200619,171,248.52
941,W10004_0194 X PHP02,2,2_23,662,2020-06-19,NDVI,0.363566775431883,200619,171,248.52
942,W10004_0833 X PHP02,1,1_23,661,2020-06-19,NDVI,0.343807667976159,200619,171,248.52
943,W10004_0149 X PHP02,30,30_24,691,2020-06-19,NDVI,0.372750887799763,200619,171,248.52
944,W10004_1014 X PHP02,29,29_24,692,2020-06-19,NDVI,0.38988023784107,200619,171,248.52
945,W10004_0837 X PHP02,28,28_24,693,2020-06-19,NDVI,0.389808362854053,200619,171,248.52
946,PHW52 X PHM49,27,27_24,694,2020-06-19,NDVI,0.399418951967818,200619,171,248.52
947,W10004_0122 X PHP02,26,26_24,695,2020-06-19,NDVI,0.456217452028715,200619,171,248.52
948,W10004_0703 X PHP02,25,25_24,696,2020-06-19,NDVI,0.440683133596856,200619,171,248.52
949,B14A X H95,24,24_24,697,2020-06-19,NDVI,0.440627754213787,200619,171,248.52
950,W10004_0190 X PHP02,23,23_24,698,2020-06-19,NDVI,0.443516269896919,200619,171,248.52
951,W10004_0146 X PHP02,22,22_24,699,2020-06-19,NDVI,0.442420353864195,200619,171,248.52
952,W10004_0062 X PHP02,21,21_24,700,2020-06-19,NDVI,0.39152519674873,200619,171,248.52
953,W10004_0344 X PHP02,20,20_24,701,2020-06-19,NDVI,0.357553497185202,200619,171,248.52
954,W10004_0672 X PHP02,19,19_24,702,2020-06-19,NDVI,0.359087322851278,200619,171,248.52
955,W10004_0121 X PHP02,8,8_23,668,2020-06-19,NDVI,0.383863169670086,200619,171,248.52
956,W10004_0203 X PHP02,18,18_24,703,2020-06-19,NDVI,0.412469911448455,200619,171,248.52
957,W10004_0955 X PHP02,9,9_23,669,2020-06-19,NDVI,0.398269307227911,200619,171,248.52
958,W10004_0628 X PHP02,11,11_23,671,2020-06-19,NDVI,0.38554599803548,200619,171,248.52
959,W10004_1000 X PHP02,30,30_23,690,2020-06-19,NDVI,0.395316139173753,200619,171,248.52
960,W10004_0702 X PHP02,29,29_23,689,2020-06-19,NDVI,0.393926817559039,200619,171,248.52
961,W10004_0632 X PHP02,28,28_23,688,2020-06-19,NDVI,0.385419015352089,200619,171,248.52
962,W10004_1140 X PHP02,27,27_23,687,2020-06-19,NDVI,0.427482123196542,200619,171,248.52
963,W10004_0888 X PHP02,26,26_23,686,2020-06-19,NDVI,0.466231804657172,200619,171,248.52
964,W10004_0869 X PHP02,25,25_23,685,2020-06-19,NDVI,0.442486277833026,200619,171,248.52
965,W10004_1112 X PHP02,24,24_23,684,2020-06-19,NDVI,0.455929442256044,200619,171,248.52
966,W10004_0072 X PHP02,23,23_23,683,2020-06-19,NDVI,0.463525759910929,200619,171,248.52
967,W10004_1156 X PHP02,22,22_23,682,2020-06-19,NDVI,0.46156123301252,200619,171,248.52
968,W10004_0501 X PHP02,21,21_23,681,2020-06-19,NDVI,0.428485426579337,200619,171,248.52
969,W10004_0086 X PHP02,20,20_23,680,2020-06-19,NDVI,0.359227480015453,200619,171,248.52
970,W10004_0996 X PHP02,19,19_23,679,2020-06-19,NDVI,0.351408526975279,200619,171,248.52
971,W10004_0879 X PHP02,18,18_23,678,2020-06-19,NDVI,0.412849957897837,200619,171,248.52
972,W10004_0212 X PHP02,17,17_23,677,2020-06-19,NDVI,0.417967375024464,200619,171,248.52
973,W10004_0013 X PHP02,16,16_23,676,2020-06-19,NDVI,0.430825359127115,200619,171,248.52
974,W10004_0154 X PHP02,15,15_23,675,2020-06-19,NDVI,0.408199981560112,200619,171,248.52
975,W10004_0270 X PHP02,14,14_23,674,2020-06-19,NDVI,0.388477097623064,200619,171,248.52
976,W10004_0913 X PHP02,13,13_23,673,2020-06-19,NDVI,0.374955927209083,200619,171,248.52
977,F42 X MO17,12,12_23,672,2020-06-19,NDVI,0.373079758146825,200619,171,248.52
978,W10004_0783 X PHP02,10,10_23,670,2020-06-19,NDVI,0.420919512899826,200619,171,248.52
979,W10004_0685 X PHP02,17,17_24,704,2020-06-19,NDVI,0.419259291744931,200619,171,248.52
980,W10004_0953 X PHP02,16,16_24,705,2020-06-19,NDVI,0.403135109323279,200619,171,248.52
981,LH74 X PHN82,15,15_24,706,2020-06-19,NDVI,0.414752927549628,200619,171,248.52
982,W10004_0078 X PHP02,20,20_25,740,2020-06-19,NDVI,0.365243284538436,200619,171,248.52
983,W10004_0803 X PHP02,19,19_25,739,2020-06-19,NDVI,0.356046979173563,200619,171,248.52
984,W10004_0076 X PHP02,18,18_25,738,2020-06-19,NDVI,0.422965317148651,200619,171,248.52
985,W10004_0938 X PHP02,17,17_25,737,2020-06-19,NDVI,0.394954295539455,200619,171,248.52
986,W10004_0818 X PHP02,16,16_25,736,2020-06-19,NDVI,0.421012586182536,200619,171,248.52
987,W10004_0932 X PHP02,15,15_25,735,2020-06-19,NDVI,0.400994136770563,200619,171,248.52
988,B37 X MO17,14,14_25,734,2020-06-19,NDVI,0.384488396343264,200619,171,248.52
989,W10004_0292 X PHP02,13,13_25,733,2020-06-19,NDVI,0.404824356657233,200619,171,248.52
990,W10004_0220 X PHP02,12,12_25,732,2020-06-19,NDVI,0.394498756156574,200619,171,248.52
991,W10004_0053 X PHP02,11,11_25,731,2020-06-19,NDVI,0.384841301167068,200619,171,248.52
992,B37 X H95,10,10_25,730,2020-06-19,NDVI,0.396005682738457,200619,171,248.52
993,W10004_0798 X PHP02,9,9_25,729,2020-06-19,NDVI,0.388588047147546,200619,171,248.52
994,W10004_0129 X PHP02,8,8_25,728,2020-06-19,NDVI,0.395886093365664,200619,171,248.52
995,W10004_0713 X PHP02,7,7_25,727,2020-06-19,NDVI,0.390345365930802,200619,171,248.52
996,W10004_0498 X PHP02,6,6_25,726,2020-06-19,NDVI,0.384379637704993,200619,171,248.52
997,W10004_1118 X PHP02,5,5_25,725,2020-06-19,NDVI,0.371069646034233,200619,171,248.52
998,W10004_0935 X PHP02,4,4_25,724,2020-06-19,NDVI,0.37700238944605,200619,171,248.52
999,W10004_0134 X PHP02,3,3_25,723,2020-06-19,NDVI,0.364874354309124,200619,171,248.52
1000,W10004_0166 X PHK76,12,12_13,372,2020-06-19,NDVI,0.394022088150636,200619,171,248.52
1001,W10004_0892 X PHP02,21,21_25,741,2020-06-19,NDVI,0.396064031882417,200619,171,248.52
1002,W10004_0213 X PHP02,22,22_25,742,2020-06-19,NDVI,0.453595238570192,200619,171,248.52
1003,W10004_0306 X PHP02,23,23_25,743,2020-06-19,NDVI,0.436278275663659,200619,171,248.52
1004,W10004_0970 X PHP02,24,24_25,744,2020-06-19,NDVI,0.455064318891115,200619,171,248.52
1005,W10004_0171 X PHP02,14,14_24,707,2020-06-19,NDVI,0.407675570816619,200619,171,248.52
1006,W10004_0079 X PHP02,13,13_24,708,2020-06-19,NDVI,0.400189445397647,200619,171,248.52
1007,W10004_0969 X PHP02,12,12_24,709,2020-06-19,NDVI,0.391875804789211,200619,171,248.52
1008,W10004_0612 X PHP02,11,11_24,710,2020-06-19,NDVI,0.397552605969737,200619,171,248.52
1009,W10004_0832 X PHP02,10,10_24,711,2020-06-19,NDVI,0.406411189814531,200619,171,248.52
1010,W10004_1004 X PHP02,9,9_24,712,2020-06-19,NDVI,0.39084875122348,200619,171,248.52
1011,W10004_1037 X PHP02,8,8_24,713,2020-06-19,NDVI,0.392080503420211,200619,171,248.52
1012,LOCAL_CHECK,7,7_24,714,2020-06-19,NDVI,0.38039178576365,200619,171,248.52
1013,W10004_1020 X PHP02,6,6_24,715,2020-06-19,NDVI,0.380653029412599,200619,171,248.52
1014,W10004_0169 X PHP02,1,1_22,660,2020-06-19,NDVI,0.354906852250973,200619,171,248.52
1015,W10004_0071 X PHP02,5,5_24,716,2020-06-19,NDVI,0.38652355560426,200619,171,248.52
1016,W10004_0059 X PHP02,3,3_24,718,2020-06-19,NDVI,0.354440388848885,200619,171,248.52
1017,W10004_1084 X PHP02,2,2_24,719,2020-06-19,NDVI,0.354958974456925,200619,171,248.52
1018,W10004_0035 X PHP02,1,1_24,720,2020-06-19,NDVI,0.360146976373997,200619,171,248.52
1019,F42 X H95,30,30_25,750,2020-06-19,NDVI,0.367600188178585,200619,171,248.52
1020,W10004_0664 X PHP02,29,29_25,749,2020-06-19,NDVI,0.385680937050816,200619,171,248.52
1021,F42 X MO17,28,28_25,748,2020-06-19,NDVI,0.404331118676539,200619,171,248.52
1022,LH195 X TX779,27,27_25,747,2020-06-19,NDVI,0.422623993033125,200619,171,248.52
1023,W10004_0116 X PHP02,26,26_25,746,2020-06-19,NDVI,0.449627152339125,200619,171,248.52
1024,W10004_0042 X PHP02,25,25_25,745,2020-06-19,NDVI,0.440699917108922,200619,171,248.52
1025,2369 X LH123HT,4,4_24,717,2020-06-19,NDVI,0.376349440091596,200619,171,248.52
1026,W10004_0891 X PHP02,6,6_19,546,2020-06-19,NDVI,0.378697205654406,200619,171,248.52
1027,W10004_0361 X PHP02,2,2_22,659,2020-06-19,NDVI,0.359388108796536,200619,171,248.52
1028,W10004_0794 X PHP02,5,5_22,656,2020-06-19,NDVI,0.390213364206433,200619,171,248.52
1029,W10004_0715 X PHP02,11,11_20,590,2020-06-19,NDVI,0.284029959521583,200619,171,248.52
