"","PlotID","PlotID_agisoft","BI","GLI","NGRDI","VARI","BGI","NDVI","Pedigree","Exp_row","Exp_range"
"335",335,310,0.139037316873447,0.0330762420089003,0.203280071326162,0.77613461243711,1.21331039110629,0.497580701890193,"W10004_0086/PHK76",11,14
"336",336,309,0.140681988539735,0.045613776408771,0.210778141412934,0.770461065693849,1.17993712105122,0.51743887344907,"W10004_1081/PHK76",12,14
"337",337,337,0.130778082138933,0.0273776612588223,0.201511384202976,0.802790364709145,1.23148813169,0.493863068264648,"W10004_0148/PHK76",17,15
"338",338,338,0.129920703097187,0.0245118552734398,0.201907444601397,0.826620454991724,1.24349229343574,0.496362878031452,"W10004_0682/PHK76",18,15
"339",339,339,0.131214407640183,0.0179210957855245,0.201829546075402,0.878890848375611,1.26703720167825,0.493156231364191,"W10004_0859/PHK76",19,15
"340",340,340,0.130105205738466,0.0165841754318137,0.197275826237563,0.831966855550038,1.26528186585288,0.478861154624271,"W10004_0329/PHK76",20,15
"341",341,341,0.128566609732228,0.0152457572349798,0.19563480926619,0.837678617518624,1.26885399378744,0.48705675812172,"REDEAR/LH195",21,15
"342",342,342,0.121858022744763,0.0298749815921128,0.206658490004146,0.846553837505328,1.23098594554986,0.522937076401937,"W10004_0276/PHK76",22,15
"343",343,343,0.116201843452793,0.0636809410966732,0.227445094982079,0.829702744130224,1.14640333618047,0.57621050498216,"W10004_1015/PHK76",23,15
"344",344,344,0.107726548261778,0.0620937093928026,0.226013892553547,0.820065185224673,1.14822789282934,0.577118664081073,"W10004_0134/PHK76",23,16
"345",345,345,0.108902685711806,0.0436058808529475,0.217354944757682,0.846258294940438,1.19722351806647,0.556502726503538,"W10004_1014/PHK76",22,16
"346",346,346,0.0959753560271519,0.100736563064873,0.24963789737409,0.797728832451316,1.05706829467792,0.633196889583422,"W10004_0696/PHK76",21,16
"347",347,347,0.0982865302195268,0.112204983273426,0.251979244827167,0.765307856632399,1.0235697595355,0.644038911764684,"W10004_0781/PHK76",20,16
"348",348,348,0.10828494176915,0.0460182781834009,0.219677189090837,0.845147749686482,1.19428137339134,0.557346479704722,"W10004_0027/PHK76",19,16
"349",349,349,0.110095109583,0.0726060563862213,0.229828115809829,0.789204586786517,1.11836659895559,0.586608518704416,"W10004_0038/PHK76",18,16
"350",350,350,0.10555992280798,0.0567447854507476,0.222955512537568,0.808049683651853,1.15873255949698,0.575163652750094,"W10004_1140/PHK76",17,16
"351",351,351,0.107576347709974,0.0543557600765997,0.221629841673929,0.816564854910299,1.16736484168321,0.55812963714862,"W10004_0736/PHK76",16,16
"352",352,352,0.106494613517775,0.0500033396511929,0.21890714593617,0.822913516426507,1.17870718659418,0.554934330282322,"W10004_0760/PHK76",15,16
"353",353,353,0.114791147656263,0.0461079228863478,0.210821236790161,0.762657564469162,1.17852914306011,0.537810713419139,"W10004_0270/PHK76",14,16
"354",354,354,0.119940145877653,0.0313313389825995,0.203402235533307,0.79540527586991,1.22074819537128,0.514811502737867,"W10004_0396/PHK76",13,16
"355",355,355,0.117910417387297,0.0322426954903497,0.20256049315172,0.776822947926824,1.21534114146067,0.515527694867563,"W10004_0664/PHK76",12,16
"356",356,356,0.120214654513234,0.0332895909299247,0.202969121238903,0.773658184801182,1.21208118565906,0.505719476645035,"W10004_0974/PHK76",11,16
"357",357,357,0.11469505944142,0.0512652932473064,0.209322543060496,0.719943482672578,1.15725868997185,0.541477455867083,"W10004_0487/PHK76",10,16
"358",358,358,0.104754496006865,0.082078391245434,0.219778260245454,0.651343504695416,1.06927045436145,0.582716087079461,"TX773/TX779",9,16
"359",359,359,0.106422025123094,0.0593470454212222,0.210776573327253,0.699213986490139,1.13335333309033,0.556473302587639,"W10004_0918/PHK76",8,16
"360",360,360,0.101145787975985,0.076947131958294,0.216408337091373,0.649211010064486,1.08216769516861,0.577681225156257,"W10004_0955/PHK76",7,16
"361",361,361,0.11406676178463,0.0335030902797052,0.198466049002091,0.750848875954055,1.20660787470081,0.522020885337047,"W10004_0840/PHK76",6,16
"362",362,362,0.128287255426962,0.0242039837511217,0.193013396146808,0.752192502559858,1.23107562039023,0.485587578830557,"W10004_0984/PHK76",5,16
"363",363,363,0.128865699461224,0.0248429958580556,0.191219230192999,0.727755507554774,1.22565094207946,0.476960273035855,"W10004_0608/PHK76",4,16
"364",364,364,0.128566877399454,0.0238310117921944,0.191850749110333,0.74521150366967,1.23167471841226,0.480294041080772,"W10004_0097/PHK76",3,16
"365",365,391,0.125357982648344,0.0283301895451463,0.194813441825329,0.743388406491004,1.21897685948029,0.492908649989658,"W10004_0807/PHK76",22,18
"366",366,390,0.120715816555693,0.0364553659297139,0.196546042528315,0.699595330239792,1.19099993470242,0.501282995475178,"W10004_0053/PHK76",23,18
"367",367,389,0.122145006460688,0.0385274887976813,0.197087301368045,0.695097797710754,1.18505450320203,0.501519934682704,"W10004_0953/PHK76",23,17
"368",368,388,0.125613880844362,0.0356929805040879,0.194728943447444,0.692331946871078,1.19102741551611,0.503179846883334,"W10004_0711/PHK76",22,17
"369",369,387,0.120429557724306,0.039820596000266,0.198265816892715,0.698667905789328,1.18171249301148,0.511438006333658,"W10004_0112/PHK76",21,17
"370",370,386,0.125871359820276,0.0551076542970095,0.209200463530154,0.711303674593447,1.14491166101624,0.534266414171449,"W10004_0010/PHK76",20,17
"371",371,385,0.129219377243057,0.0418756781011923,0.198642309451493,0.691351167296023,1.17474249149746,0.510534110325936,"W10004_0672/PHK76",19,17
